SN,Symbol,Transaction No.,Buyer Broker,Seller Broker,Share Quantity,Rate(Rs),Amount(Rs),Traded Date
1,HRL,2024031005000001,8,55,10.00,624.00,"6,240.00",2024-03-10
2,HRL,2024031005000002,35,58,10.00,625.00,"6,250.00",2024-03-10
3,HRL,2024031005000003,5,52,10.00,626.00,"6,260.00",2024-03-10
4,HRL,2024031005000009,34,45,100.00,630.00,"63,000.00",2024-03-10
5,HRL,2024031005000021,54,48,100.00,629.90,"62,990.00",2024-03-10
6,HRL,2024031005000022,25,48,100.00,629.90,"62,990.00",2024-03-10
7,HRL,2024031005000023,58,58,10.00,626.00,"6,260.00",2024-03-10
8,HRL,2024031005000029,34,17,10.00,627.00,"6,270.00",2024-03-10
9,HRL,2024031005000030,42,58,10.00,628.00,"6,280.00",2024-03-10
10,HRL,2024031005000032,25,48,100.00,629.90,"62,990.00",2024-03-10
11,HRL,2024031005000034,42,48,200.00,629.90,"125,980.00",2024-03-10
12,HRL,2024031005000035,42,34,70.00,629.90,"44,093.00",2024-03-10
13,HRL,2024031005000036,42,46,10.00,629.90,"6,299.00",2024-03-10
14,HRL,2024031005000037,42,34,20.00,629.90,"12,598.00",2024-03-10
15,HRL,2024031005000040,58,34,10.00,629.00,"6,290.00",2024-03-10
16,HRL,2024031005000041,59,45,10.00,627.10,"6,271.00",2024-03-10
17,HRL,2024031005000044,59,7,10.00,627.10,"6,271.00",2024-03-10
18,HRL,2024031005000045,59,22,10.00,627.10,"6,271.00",2024-03-10
19,HRL,2024031005000049,59,22,20.00,627.10,"12,542.00",2024-03-10
20,HRL,2024031005000050,47,34,70.00,629.00,"44,030.00",2024-03-10
21,HRL,2024031005000051,47,58,10.00,629.00,"6,290.00",2024-03-10
22,HRL,2024031005000053,47,38,10.00,629.00,"6,290.00",2024-03-10
23,HRL,2024031005000057,59,22,10.00,627.10,"6,271.00",2024-03-10
24,HRL,2024031005000058,34,22,10.00,627.00,"6,270.00",2024-03-10
25,HRL,2024031005000067,34,21,10.00,627.00,"6,270.00",2024-03-10
26,HRL,2024031005000068,34,22,20.00,627.00,"12,540.00",2024-03-10
27,HRL,2024031005000069,34,4,20.00,627.00,"12,540.00",2024-03-10
28,HRL,2024031005000070,34,38,20.00,627.00,"12,540.00",2024-03-10
29,HRL,2024031005000071,34,22,10.00,627.00,"6,270.00",2024-03-10
30,HRL,2024031005000076,18,88,30.00,627.00,"18,810.00",2024-03-10
31,HRL,2024031005000077,42,22,10.00,626.50,"6,265.00",2024-03-10
32,HRL,2024031005000080,8,88,200.00,627.00,"125,400.00",2024-03-10
33,HRL,2024031005000101,33,88,270.00,627.00,"169,290.00",2024-03-10
34,HRL,2024031005000102,33,88,230.00,627.00,"144,210.00",2024-03-10
35,HRL,2024031005000104,34,49,20.00,626.60,"12,532.00",2024-03-10
36,HRL,2024031005000105,34,4,80.00,626.60,"50,128.00",2024-03-10
37,HRL,2024031005000109,42,45,10.00,626.50,"6,265.00",2024-03-10
38,HRL,2024031005000110,42,8,10.00,626.50,"6,265.00",2024-03-10
39,HRL,2024031005000111,57,4,20.00,626.60,"12,532.00",2024-03-10
40,HRL,2024031005000112,57,48,80.00,626.60,"50,128.00",2024-03-10
41,HRL,2024031005000113,57,58,10.00,626.60,"6,266.00",2024-03-10
42,HRL,2024031005000114,57,88,90.00,627.00,"56,430.00",2024-03-10
43,HRL,2024031005000115,42,58,20.00,626.50,"12,530.00",2024-03-10
44,HRL,2024031005000116,42,14,80.00,626.50,"50,120.00",2024-03-10
45,HRL,2024031005000120,58,28,10.00,626.00,"6,260.00",2024-03-10
46,HRL,2024031005000122,58,49,10.00,626.00,"6,260.00",2024-03-10
47,HRL,2024031005000128,58,28,10.00,626.00,"6,260.00",2024-03-10
48,HRL,2024031005000129,1,28,300.00,626.00,"187,800.00",2024-03-10
49,HRL,2024031005000130,10,28,20.00,626.00,"12,520.00",2024-03-10
50,HRL,2024031005000131,45,28,300.00,626.00,"187,800.00",2024-03-10
51,HRL,2024031005000132,52,28,15.00,626.00,"9,390.00",2024-03-10
52,HRL,2024031005000133,13,49,10.00,625.00,"6,250.00",2024-03-10
53,HRL,2024031005000134,13,14,420.00,625.00,"262,500.00",2024-03-10
54,HRL,2024031005000137,13,8,20.00,625.00,"12,500.00",2024-03-10
55,HRL,2024031005000138,13,56,10.00,625.00,"6,250.00",2024-03-10
56,HRL,2024031005000139,13,58,20.00,625.00,"12,500.00",2024-03-10
57,HRL,2024031005000140,13,42,10.00,625.00,"6,250.00",2024-03-10
58,HRL,2024031005000141,13,6,10.00,625.00,"6,250.00",2024-03-10
59,HRL,2024031005000143,58,28,55.00,626.00,"34,430.00",2024-03-10
60,HRL,2024031005000144,58,88,180.00,627.00,"112,860.00",2024-03-10
61,HRL,2024031005000145,58,59,10.00,627.00,"6,270.00",2024-03-10
62,HRL,2024031005000146,58,95,10.00,627.00,"6,270.00",2024-03-10
63,HRL,2024031005000147,58,58,10.00,627.00,"6,270.00",2024-03-10
64,HRL,2024031005000148,58,49,20.00,627.00,"12,540.00",2024-03-10
65,HRL,2024031005000149,58,38,10.00,627.00,"6,270.00",2024-03-10
66,HRL,2024031005000151,58,6,10.00,627.00,"6,270.00",2024-03-10
67,HRL,2024031005000153,58,6,10.00,627.00,"6,270.00",2024-03-10
68,HRL,2024031005000154,58,14,10.00,627.00,"6,270.00",2024-03-10
69,HRL,2024031005000157,58,1,10.00,627.00,"6,270.00",2024-03-10
70,HRL,2024031005000158,58,4,10.00,627.00,"6,270.00",2024-03-10
71,HRL,2024031005000159,58,51,20.00,627.00,"12,540.00",2024-03-10
72,HRL,2024031005000160,58,6,10.00,627.00,"6,270.00",2024-03-10
73,HRL,2024031005000162,58,49,10.00,627.00,"6,270.00",2024-03-10
74,HRL,2024031005000164,47,42,11.00,627.10,"6,898.10",2024-03-10
75,HRL,2024031005000165,58,50,30.00,627.00,"18,810.00",2024-03-10
76,HRL,2024031005000167,58,54,10.00,627.00,"6,270.00",2024-03-10
77,HRL,2024031005000168,1,3,20.00,628.00,"12,560.00",2024-03-10
78,HRL,2024031005000169,1,34,20.00,628.00,"12,560.00",2024-03-10
79,HRL,2024031005000172,1,34,10.00,628.00,"6,280.00",2024-03-10
80,HRL,2024031005000173,1,49,10.00,628.00,"6,280.00",2024-03-10
81,HRL,2024031005000176,1,34,10.00,628.00,"6,280.00",2024-03-10
82,HRL,2024031005000178,1,35,10.00,628.00,"6,280.00",2024-03-10
83,HRL,2024031005000179,1,8,10.00,628.00,"6,280.00",2024-03-10
84,HRL,2024031005000180,1,49,20.00,628.00,"12,560.00",2024-03-10
85,HRL,2024031005000181,1,47,10.00,628.00,"6,280.00",2024-03-10
86,HRL,2024031005000182,58,58,10.00,627.00,"6,270.00",2024-03-10
87,HRL,2024031005000184,58,33,20.00,627.00,"12,540.00",2024-03-10
88,HRL,2024031005000185,58,42,10.00,627.00,"6,270.00",2024-03-10
89,HRL,2024031005000191,58,58,20.00,627.00,"12,540.00",2024-03-10
90,HRL,2024031005000192,58,33,15.00,627.00,"9,405.00",2024-03-10
91,HRL,2024031005000193,33,3,500.00,627.00,"313,500.00",2024-03-10
92,HRL,2024031005000194,50,49,20.00,627.00,"12,540.00",2024-03-10
93,HRL,2024031005000195,50,33,20.00,627.00,"12,540.00",2024-03-10
94,HRL,2024031005000198,50,33,20.00,627.00,"12,540.00",2024-03-10
95,HRL,2024031005000202,16,33,10.00,627.10,"6,271.00",2024-03-10
96,HRL,2024031005000205,42,56,10.00,628.00,"6,280.00",2024-03-10
97,HRL,2024031005000206,42,17,100.00,628.00,"62,800.00",2024-03-10
98,HRL,2024031005000208,42,51,20.00,628.00,"12,560.00",2024-03-10
99,HRL,2024031005000209,42,58,10.00,628.00,"6,280.00",2024-03-10
100,HRL,2024031005000210,38,49,10.00,629.00,"6,290.00",2024-03-10
101,HRL,2024031005000211,38,22,10.00,629.00,"6,290.00",2024-03-10
102,HRL,2024031005000212,38,58,10.00,629.00,"6,290.00",2024-03-10
103,HRL,2024031005000213,38,42,10.00,629.00,"6,290.00",2024-03-10
104,HRL,2024031005000215,1,8,10.00,629.00,"6,290.00",2024-03-10
105,HRL,2024031005000217,42,3,500.00,628.00,"314,000.00",2024-03-10
106,HRL,2024031005000224,42,58,30.00,628.00,"18,840.00",2024-03-10
107,HRL,2024031005000226,86,14,20.00,628.10,"12,562.00",2024-03-10
108,HRL,2024031005000229,86,17,20.00,628.10,"12,562.00",2024-03-10
109,HRL,2024031005000231,86,38,460.00,628.10,"288,926.00",2024-03-10
110,HRL,2024031005000232,86,38,500.00,628.10,"314,050.00",2024-03-10
111,HRL,2024031005000235,43,38,15.00,628.10,"9,421.50",2024-03-10
112,HRL,2024031005000236,42,57,10.00,628.00,"6,280.00",2024-03-10
113,HRL,2024031005000238,42,57,10.00,628.00,"6,280.00",2024-03-10
114,HRL,2024031005000241,42,55,10.00,628.00,"6,280.00",2024-03-10
115,HRL,2024031005000242,42,6,171.00,628.00,"107,388.00",2024-03-10
116,HRL,2024031005000249,42,6,30.00,628.00,"18,840.00",2024-03-10
117,HRL,2024031005000262,16,41,10.00,627.10,"6,271.00",2024-03-10
118,HRL,2024031005000263,38,45,10.00,627.90,"6,279.00",2024-03-10
119,HRL,2024031005000265,52,45,10.00,627.90,"6,279.00",2024-03-10
120,HRL,2024031005000267,16,58,20.00,627.10,"12,542.00",2024-03-10
121,HRL,2024031005000272,16,19,58.00,627.10,"36,371.80",2024-03-10
122,HRL,2024031005000276,50,59,40.00,627.00,"25,080.00",2024-03-10
123,HRL,2024031005000277,1,59,60.00,627.00,"37,620.00",2024-03-10
124,HRL,2024031005000285,34,58,10.00,627.10,"6,271.00",2024-03-10
125,HRL,2024031005000286,34,4,10.00,627.10,"6,271.00",2024-03-10
126,HRL,2024031005000289,34,49,10.00,627.10,"6,271.00",2024-03-10
127,HRL,2024031005000290,34,58,10.00,627.10,"6,271.00",2024-03-10
128,HRL,2024031005000291,34,4,10.00,627.10,"6,271.00",2024-03-10
129,HRL,2024031005000292,34,6,10.00,627.10,"6,271.00",2024-03-10
130,HRL,2024031005000293,34,35,20.00,627.10,"12,542.00",2024-03-10
131,HRL,2024031005000294,34,48,30.00,627.10,"18,813.00",2024-03-10
132,HRL,2024031005000295,34,60,20.00,627.10,"12,542.00",2024-03-10
133,HRL,2024031005000300,34,58,10.00,627.10,"6,271.00",2024-03-10
134,HRL,2024031005000301,34,32,300.00,627.10,"188,130.00",2024-03-10
135,HRL,2024031005000303,34,74,60.00,627.10,"37,626.00",2024-03-10
136,HRL,2024031005000304,1,74,200.00,627.00,"125,400.00",2024-03-10
137,HRL,2024031005000305,17,49,10.00,627.00,"6,270.00",2024-03-10
138,HRL,2024031005000306,17,35,30.00,627.00,"18,810.00",2024-03-10
139,HRL,2024031005000309,17,34,10.00,627.00,"6,270.00",2024-03-10
140,HRL,2024031005000310,26,4,20.00,626.10,"12,522.00",2024-03-10
141,HRL,2024031005000311,26,43,10.00,626.10,"6,261.00",2024-03-10
142,HRL,2024031005000314,26,53,10.00,626.10,"6,261.00",2024-03-10
143,HRL,2024031005000315,26,6,20.00,626.10,"12,522.00",2024-03-10
144,HRL,2024031005000322,26,11,40.00,626.10,"25,044.00",2024-03-10
145,HRL,2024031005000323,13,11,90.00,625.00,"56,250.00",2024-03-10
146,HRL,2024031005000324,13,67,10.00,625.00,"6,250.00",2024-03-10
147,HRL,2024031005000326,13,94,10.00,625.00,"6,250.00",2024-03-10
148,HRL,2024031005000327,13,48,30.00,625.00,"18,750.00",2024-03-10
149,HRL,2024031005000328,13,14,10.00,625.00,"6,250.00",2024-03-10
150,HRL,2024031005000337,13,45,20.00,625.00,"12,500.00",2024-03-10
151,HRL,2024031005000338,57,56,20.00,625.10,"12,502.00",2024-03-10
152,HRL,2024031005000340,57,58,20.00,625.10,"12,502.00",2024-03-10
153,HRL,2024031005000342,57,42,10.00,625.10,"6,251.00",2024-03-10
154,HRL,2024031005000344,57,63,10.00,625.10,"6,251.00",2024-03-10
155,HRL,2024031005000351,57,58,20.00,625.10,"12,502.00",2024-03-10
156,HRL,2024031005000352,44,58,10.00,625.10,"6,251.00",2024-03-10
157,HRL,2024031005000353,44,42,10.00,625.10,"6,251.00",2024-03-10
158,HRL,2024031005000354,13,58,10.00,625.00,"6,250.00",2024-03-10
159,HRL,2024031005000357,57,58,10.00,625.10,"6,251.00",2024-03-10
160,HRL,2024031005000358,13,35,10.00,625.00,"6,250.00",2024-03-10
161,HRL,2024031005000359,13,35,10.00,625.00,"6,250.00",2024-03-10
162,HRL,2024031005000360,13,38,20.00,625.00,"12,500.00",2024-03-10
163,HRL,2024031005000361,13,49,10.00,625.00,"6,250.00",2024-03-10
164,HRL,2024031005000363,13,57,80.00,625.00,"50,000.00",2024-03-10
165,HRL,2024031005000365,13,49,10.00,625.00,"6,250.00",2024-03-10
166,HRL,2024031005000366,45,46,10.00,626.00,"6,260.00",2024-03-10
167,HRL,2024031005000367,45,48,10.00,626.00,"6,260.00",2024-03-10
168,HRL,2024031005000368,45,58,20.00,626.00,"12,520.00",2024-03-10
169,HRL,2024031005000372,45,55,10.00,626.00,"6,260.00",2024-03-10
170,HRL,2024031005000382,13,38,10.00,625.00,"6,250.00",2024-03-10
171,HRL,2024031005000383,13,48,30.00,625.00,"18,750.00",2024-03-10
172,HRL,2024031005000384,13,45,140.00,625.00,"87,500.00",2024-03-10
173,HRL,2024031005000385,29,45,55.00,625.00,"34,375.00",2024-03-10
174,HRL,2024031005000386,58,45,30.00,625.00,"18,750.00",2024-03-10
175,HRL,2024031005000387,47,45,10.00,625.00,"6,250.00",2024-03-10
176,HRL,2024031005000388,89,45,10.00,625.00,"6,250.00",2024-03-10
177,HRL,2024031005000389,16,45,200.00,624.20,"124,840.00",2024-03-10
178,HRL,2024031005000390,1,45,10.00,624.10,"6,241.00",2024-03-10
179,HRL,2024031005000391,50,45,10.00,624.00,"6,240.00",2024-03-10
180,HRL,2024031005000392,8,45,11.00,624.00,"6,864.00",2024-03-10
181,HRL,2024031005000393,22,45,10.00,624.00,"6,240.00",2024-03-10
182,HRL,2024031005000394,1,45,30.00,624.00,"18,720.00",2024-03-10
183,HRL,2024031005000395,44,45,10.00,624.00,"6,240.00",2024-03-10
184,HRL,2024031005000396,89,45,10.00,624.00,"6,240.00",2024-03-10
185,HRL,2024031005000397,8,45,32.00,624.00,"19,968.00",2024-03-10
186,HRL,2024031005000398,5,45,50.00,624.00,"31,200.00",2024-03-10
187,HRL,2024031005000399,86,38,10.00,623.30,"6,233.00",2024-03-10
188,HRL,2024031005000407,42,45,200.00,624.00,"124,800.00",2024-03-10
189,HRL,2024031005000408,32,45,182.00,624.00,"113,568.00",2024-03-10
190,HRL,2024031005000409,32,57,18.00,624.00,"11,232.00",2024-03-10
191,HRL,2024031005000410,58,38,20.00,623.40,"12,468.00",2024-03-10
192,HRL,2024031005000411,58,57,20.00,623.40,"12,468.00",2024-03-10
193,HRL,2024031005000414,86,57,100.00,623.30,"62,330.00",2024-03-10
194,HRL,2024031005000415,32,57,80.00,623.40,"49,872.00",2024-03-10
195,HRL,2024031005000416,32,55,20.00,623.40,"12,468.00",2024-03-10
196,HRL,2024031005000417,86,38,10.00,623.30,"6,233.00",2024-03-10
197,HRL,2024031005000418,86,8,10.00,623.30,"6,233.00",2024-03-10
198,HRL,2024031005000419,86,55,70.00,623.30,"43,631.00",2024-03-10
199,HRL,2024031005000420,86,49,20.00,623.30,"12,466.00",2024-03-10
200,HRL,2024031005000421,86,32,10.00,623.30,"6,233.00",2024-03-10
201,HRL,2024031005000422,86,58,10.00,623.30,"6,233.00",2024-03-10
202,HRL,2024031005000423,86,29,10.00,623.30,"6,233.00",2024-03-10
203,HRL,2024031005000424,86,36,10.00,623.30,"6,233.00",2024-03-10
204,HRL,2024031005000425,86,42,20.00,623.30,"12,466.00",2024-03-10
205,HRL,2024031005000429,38,57,82.00,624.00,"51,168.00",2024-03-10
206,HRL,2024031005000430,38,6,10.00,624.00,"6,240.00",2024-03-10
207,HRL,2024031005000431,38,26,20.00,624.00,"12,480.00",2024-03-10
208,HRL,2024031005000439,42,47,10.00,625.00,"6,250.00",2024-03-10
209,HRL,2024031005000440,42,49,10.00,625.00,"6,250.00",2024-03-10
210,HRL,2024031005000441,42,49,10.00,625.00,"6,250.00",2024-03-10
211,HRL,2024031005000442,42,51,20.00,625.00,"12,500.00",2024-03-10
212,HRL,2024031005000443,86,21,10.00,623.30,"6,233.00",2024-03-10
213,HRL,2024031005000446,42,38,10.00,624.00,"6,240.00",2024-03-10
214,HRL,2024031005000447,42,14,10.00,625.00,"6,250.00",2024-03-10
215,HRL,2024031005000448,42,26,20.00,625.00,"12,500.00",2024-03-10
216,HRL,2024031005000449,42,11,10.00,625.00,"6,250.00",2024-03-10
217,HRL,2024031005000450,42,6,10.00,625.00,"6,250.00",2024-03-10
218,HRL,2024031005000451,42,29,10.00,625.00,"6,250.00",2024-03-10
219,HRL,2024031005000452,42,22,10.00,625.00,"6,250.00",2024-03-10
220,HRL,2024031005000453,42,20,30.00,625.00,"18,750.00",2024-03-10
221,HRL,2024031005000454,42,17,20.00,625.00,"12,500.00",2024-03-10
222,HRL,2024031005000457,42,29,10.00,625.00,"6,250.00",2024-03-10
223,HRL,2024031005000458,42,56,120.00,625.00,"75,000.00",2024-03-10
224,HRL,2024031005000460,42,36,10.00,625.00,"6,250.00",2024-03-10
225,HRL,2024031005000461,42,48,10.00,625.00,"6,250.00",2024-03-10
226,HRL,2024031005000475,42,17,10.00,625.00,"6,250.00",2024-03-10
227,HRL,2024031005000478,42,49,50.00,625.00,"31,250.00",2024-03-10
228,HRL,2024031005000483,42,57,10.00,625.00,"6,250.00",2024-03-10
229,HRL,2024031005000490,42,38,10.00,625.00,"6,250.00",2024-03-10
230,HRL,2024031005000491,42,48,30.00,625.00,"18,750.00",2024-03-10
231,HRL,2024031005000493,42,42,10.00,625.00,"6,250.00",2024-03-10
232,HRL,2024031005000494,1,16,10.00,626.00,"6,260.00",2024-03-10
233,HRL,2024031005000495,42,35,10.00,625.00,"6,250.00",2024-03-10
234,HRL,2024031005000498,42,55,70.00,625.00,"43,750.00",2024-03-10
235,HRL,2024031005000506,58,55,30.00,625.00,"18,750.00",2024-03-10
236,HRL,2024031005000507,58,45,104.00,625.00,"65,000.00",2024-03-10
237,HRL,2024031005000513,59,21,20.00,624.00,"12,480.00",2024-03-10
238,HRL,2024031005000517,32,45,30.00,625.00,"18,750.00",2024-03-10
239,HRL,2024031005000518,34,58,20.00,624.10,"12,482.00",2024-03-10
240,HRL,2024031005000520,34,42,20.00,624.10,"12,482.00",2024-03-10
241,HRL,2024031005000526,8,21,20.00,624.10,"12,482.00",2024-03-10
242,HRL,2024031005000539,29,51,20.00,624.20,"12,484.00",2024-03-10
243,HRL,2024031005000548,83,45,866.00,625.00,"541,250.00",2024-03-10
244,HRL,2024031005000549,83,42,10.00,625.00,"6,250.00",2024-03-10
245,HRL,2024031005000550,83,49,10.00,625.00,"6,250.00",2024-03-10
246,HRL,2024031005000551,83,7,150.00,625.00,"93,750.00",2024-03-10
247,HRL,2024031005000552,83,42,20.00,625.00,"12,500.00",2024-03-10
248,HRL,2024031005000553,83,21,405.00,625.00,"253,125.00",2024-03-10
249,HRL,2024031005000554,83,6,10.00,625.00,"6,250.00",2024-03-10
250,HRL,2024031005000557,83,49,20.00,625.00,"12,500.00",2024-03-10
251,HRL,2024031005000561,29,10,20.00,624.20,"12,484.00",2024-03-10
252,HRL,2024031005000563,44,54,10.00,625.00,"6,250.00",2024-03-10
253,HRL,2024031005000564,44,35,20.00,625.00,"12,500.00",2024-03-10
254,HRL,2024031005000565,44,45,10.00,625.00,"6,250.00",2024-03-10
255,HRL,2024031005000566,44,54,10.00,625.00,"6,250.00",2024-03-10
256,HRL,2024031005000567,29,7,10.00,624.20,"6,242.00",2024-03-10
257,HRL,2024031005000572,83,36,10.00,625.00,"6,250.00",2024-03-10
258,HRL,2024031005000573,83,4,10.00,625.00,"6,250.00",2024-03-10
259,HRL,2024031005000574,83,21,20.00,625.00,"12,500.00",2024-03-10
260,HRL,2024031005000577,83,49,10.00,625.00,"6,250.00",2024-03-10
261,HRL,2024031005000578,83,21,20.00,625.00,"12,500.00",2024-03-10
262,HRL,2024031005000589,83,55,100.00,625.00,"62,500.00",2024-03-10
263,HRL,2024031005000592,83,38,10.00,625.00,"6,250.00",2024-03-10
264,HRL,2024031005000593,83,7,10.00,625.00,"6,250.00",2024-03-10
265,HRL,2024031005000595,83,21,20.00,625.00,"12,500.00",2024-03-10
266,HRL,2024031005000596,83,58,10.00,625.00,"6,250.00",2024-03-10
267,HRL,2024031005000599,83,49,10.00,625.00,"6,250.00",2024-03-10
268,HRL,2024031005000600,83,58,10.00,625.00,"6,250.00",2024-03-10
269,HRL,2024031005000601,83,3,269.00,625.00,"168,125.00",2024-03-10
270,HRL,2024031005000602,38,3,200.00,625.00,"125,000.00",2024-03-10
271,HRL,2024031005000603,17,3,531.00,625.00,"331,875.00",2024-03-10
272,HRL,2024031005000604,17,49,10.00,625.00,"6,250.00",2024-03-10
273,HRL,2024031005000605,17,38,10.00,625.00,"6,250.00",2024-03-10
274,HRL,2024031005000606,17,21,20.00,625.00,"12,500.00",2024-03-10
275,HRL,2024031005000607,42,58,10.00,625.00,"6,250.00",2024-03-10
276,HRL,2024031005000611,59,16,10.00,626.00,"6,260.00",2024-03-10
277,HRL,2024031005000612,59,22,10.00,626.00,"6,260.00",2024-03-10
278,HRL,2024031005000613,59,57,120.00,626.00,"75,120.00",2024-03-10
279,HRL,2024031005000614,59,6,10.00,626.00,"6,260.00",2024-03-10
280,HRL,2024031005000615,59,41,20.00,626.00,"12,520.00",2024-03-10
281,HRL,2024031005000616,59,38,10.00,626.00,"6,260.00",2024-03-10
282,HRL,2024031005000617,59,22,10.00,626.00,"6,260.00",2024-03-10
283,HRL,2024031005000618,59,57,100.00,626.00,"62,600.00",2024-03-10
284,HRL,2024031005000619,59,58,10.00,626.00,"6,260.00",2024-03-10
285,HRL,2024031005000620,59,50,10.00,626.00,"6,260.00",2024-03-10
286,HRL,2024031005000621,59,35,10.00,626.00,"6,260.00",2024-03-10
287,HRL,2024031005000622,59,58,10.00,626.00,"6,260.00",2024-03-10
288,HRL,2024031005000630,59,49,10.00,626.00,"6,260.00",2024-03-10
289,HRL,2024031005000635,59,21,20.00,626.00,"12,520.00",2024-03-10
290,HRL,2024031005000637,59,58,20.00,626.00,"12,520.00",2024-03-10
291,HRL,2024031005000650,59,33,10.00,626.00,"6,260.00",2024-03-10
292,HRL,2024031005000651,59,26,10.00,626.00,"6,260.00",2024-03-10
