SN,Symbol,Transaction No.,Buyer Broker,Seller Broker,Share Quantity,Rate(Rs),Amount(Rs),Traded Date
1,HRL,2024031405000004,65,58,40.00,638.60,"25,544.00",2024-03-14
2,HRL,2024031405000009,43,55,10.00,638.70,"6,387.00",2024-03-14
3,HRL,2024031405000010,43,58,10.00,638.70,"6,387.00",2024-03-14
4,HRL,2024031405000011,43,56,20.00,638.70,"12,774.00",2024-03-14
5,HRL,2024031405000012,43,14,10.00,638.70,"6,387.00",2024-03-14
6,HRL,2024031405000014,43,14,10.00,638.70,"6,387.00",2024-03-14
7,HRL,2024031405000015,43,14,10.00,638.70,"6,387.00",2024-03-14
8,HRL,2024031405000016,43,57,130.00,638.70,"83,031.00",2024-03-14
9,HRL,2024031405000017,65,57,60.00,638.60,"38,316.00",2024-03-14
10,HRL,2024031405000018,19,57,10.00,638.00,"6,380.00",2024-03-14
11,HRL,2024031405000019,19,14,10.00,638.00,"6,380.00",2024-03-14
12,HRL,2024031405000020,19,74,480.00,638.00,"306,240.00",2024-03-14
13,HRL,2024031405000021,6,74,90.00,638.00,"57,420.00",2024-03-14
14,HRL,2024031405000022,42,53,100.00,637.30,"63,730.00",2024-03-14
15,HRL,2024031405000023,43,53,100.00,637.30,"63,730.00",2024-03-14
16,HRL,2024031405000026,43,66,10.00,636.20,"6,362.00",2024-03-14
17,HRL,2024031405000030,43,38,30.00,636.20,"19,086.00",2024-03-14
18,HRL,2024031405000031,43,55,20.00,636.20,"12,724.00",2024-03-14
19,HRL,2024031405000032,43,55,20.00,636.20,"12,724.00",2024-03-14
20,HRL,2024031405000033,43,36,10.00,636.20,"6,362.00",2024-03-14
21,HRL,2024031405000035,58,58,20.00,637.00,"12,740.00",2024-03-14
22,HRL,2024031405000036,58,74,60.00,638.00,"38,280.00",2024-03-14
23,HRL,2024031405000042,43,74,222.00,638.00,"141,636.00",2024-03-14
24,HRL,2024031405000043,43,57,20.00,638.00,"12,760.00",2024-03-14
25,HRL,2024031405000044,43,22,10.00,638.00,"6,380.00",2024-03-14
26,HRL,2024031405000045,65,13,50.00,639.00,"31,950.00",2024-03-14
27,HRL,2024031405000046,65,34,20.00,639.00,"12,780.00",2024-03-14
28,HRL,2024031405000047,65,22,30.00,640.00,"19,200.00",2024-03-14
29,HRL,2024031405000048,65,58,10.00,640.00,"6,400.00",2024-03-14
30,HRL,2024031405000049,65,57,10.00,641.00,"6,410.00",2024-03-14
31,HRL,2024031405000050,65,19,100.00,641.00,"64,100.00",2024-03-14
32,HRL,2024031405000051,65,89,10.00,641.90,"6,419.00",2024-03-14
33,HRL,2024031405000052,65,58,20.00,642.00,"12,840.00",2024-03-14
34,HRL,2024031405000054,43,57,10.00,642.00,"6,420.00",2024-03-14
35,HRL,2024031405000055,41,40,10.00,639.00,"6,390.00",2024-03-14
36,HRL,2024031405000056,41,35,10.00,639.00,"6,390.00",2024-03-14
37,HRL,2024031405000062,43,34,30.00,640.00,"19,200.00",2024-03-14
38,HRL,2024031405000066,43,91,10.00,640.00,"6,400.00",2024-03-14
39,HRL,2024031405000067,58,57,100.00,642.00,"64,200.00",2024-03-14
