SN,Symbol,Transaction No.,Buyer Broker,Seller Broker,Share Quantity,Rate(Rs),Amount(Rs),Traded Date
37,HRL,2024032005000103,14,16,20.00,620.00,"12,400.00",2024-03-20
38,HRL,2024032005000104,49,16,90.00,620.00,"55,800.00",2024-03-20
39,HRL,2024032005000108,49,47,10.00,620.00,"6,200.00",2024-03-20
40,HRL,2024032005000110,49,1,20.00,620.00,"12,400.00",2024-03-20
41,HRL,2024032005000118,49,59,10.00,620.00,"6,200.00",2024-03-20
42,HRL,2024032005000119,49,58,31.00,620.00,"19,220.00",2024-03-20
43,HRL,2024032005000121,40,65,20.00,620.00,"12,400.00",2024-03-20
44,HRL,2024032005000122,40,34,10.00,620.00,"6,200.00",2024-03-20
45,HRL,2024032005000124,40,21,10.00,620.00,"6,200.00",2024-03-20
46,HRL,2024032005000125,40,1,10.00,620.00,"6,200.00",2024-03-20
47,HRL,2024032005000127,39,58,90.00,620.00,"55,800.00",2024-03-20
48,HRL,2024032005000128,39,28,10.00,620.00,"6,200.00",2024-03-20
49,HRL,2024032005000131,39,16,20.00,620.00,"12,400.00",2024-03-20
50,HRL,2024032005000132,39,49,10.00,620.00,"6,200.00",2024-03-20
51,HRL,2024032005000133,54,55,10.00,621.00,"6,210.00",2024-03-20
52,HRL,2024032005000134,54,47,10.00,621.00,"6,210.00",2024-03-20
53,HRL,2024032005000135,54,55,10.00,621.00,"6,210.00",2024-03-20
54,HRL,2024032005000136,54,35,10.00,621.00,"6,210.00",2024-03-20
55,HRL,2024032005000137,54,14,20.00,621.00,"12,420.00",2024-03-20
56,HRL,2024032005000138,54,57,30.00,621.00,"18,630.00",2024-03-20
57,HRL,2024032005000139,54,22,10.00,621.00,"6,210.00",2024-03-20
58,HRL,2024032005000141,39,47,10.00,620.00,"6,200.00",2024-03-20
59,HRL,2024032005000144,39,68,20.00,620.00,"12,400.00",2024-03-20
60,HRL,2024032005000145,39,34,10.00,620.00,"6,200.00",2024-03-20
61,HRL,2024032005000146,39,1,20.00,620.00,"12,400.00",2024-03-20
62,HRL,2024032005000148,39,59,10.00,620.00,"6,200.00",2024-03-20
63,HRL,2024032005000153,17,19,10.00,620.00,"6,200.00",2024-03-20
64,HRL,2024032005000154,17,58,10.00,620.00,"6,200.00",2024-03-20
65,HRL,2024032005000155,57,87,10.00,619.00,"6,190.00",2024-03-20
66,HRL,2024032005000156,48,19,10.00,620.00,"6,200.00",2024-03-20
67,HRL,2024032005000157,48,58,10.00,620.00,"6,200.00",2024-03-20
68,HRL,2024032005000158,34,7,10.00,620.00,"6,200.00",2024-03-20
69,HRL,2024032005000159,34,58,10.00,620.00,"6,200.00",2024-03-20
70,HRL,2024032005000161,34,49,10.00,620.00,"6,200.00",2024-03-20
71,HRL,2024032005000166,58,4,20.00,621.00,"12,420.00",2024-03-20
72,HRL,2024032005000169,57,1,20.00,619.00,"12,380.00",2024-03-20
73,HRL,2024032005000185,57,59,10.00,619.00,"6,190.00",2024-03-20
74,HRL,2024032005000186,25,42,30.00,620.00,"18,600.00",2024-03-20
75,HRL,2024032005000187,25,19,10.00,620.00,"6,200.00",2024-03-20
76,HRL,2024032005000188,25,51,10.00,620.00,"6,200.00",2024-03-20
77,HRL,2024032005000189,36,34,10.00,620.00,"6,200.00",2024-03-20
78,HRL,2024032005000190,36,58,20.00,620.00,"12,400.00",2024-03-20
79,HRL,2024032005000192,36,21,10.00,620.00,"6,200.00",2024-03-20
80,HRL,2024032005000193,36,8,10.00,620.00,"6,200.00",2024-03-20
81,HRL,2024032005000194,57,8,20.00,619.00,"12,380.00",2024-03-20
82,HRL,2024032005000196,57,39,10.00,619.00,"6,190.00",2024-03-20
83,HRL,2024032005000200,57,59,10.00,619.00,"6,190.00",2024-03-20
84,HRL,2024032005000203,57,28,10.00,619.00,"6,190.00",2024-03-20
85,HRL,2024032005000204,57,49,10.00,619.00,"6,190.00",2024-03-20
86,HRL,2024032005000208,57,34,10.00,619.00,"6,190.00",2024-03-20
87,HRL,2024032005000209,57,58,10.00,619.00,"6,190.00",2024-03-20
88,HRL,2024032005000211,57,38,20.00,619.00,"12,380.00",2024-03-20
89,HRL,2024032005000212,57,1,20.00,619.00,"12,380.00",2024-03-20
90,HRL,2024032005000213,57,28,10.00,619.00,"6,190.00",2024-03-20
91,HRL,2024032005000225,57,29,20.00,619.00,"12,380.00",2024-03-20
92,HRL,2024032005000229,57,35,15.00,619.00,"9,285.00",2024-03-20
93,HRL,2024032005000230,57,35,5.00,619.00,"3,095.00",2024-03-20
94,HRL,2024032005000231,13,1,10.00,619.00,"6,190.00",2024-03-20
95,HRL,2024032005000232,13,6,10.00,619.00,"6,190.00",2024-03-20
96,HRL,2024032005000234,13,55,10.00,619.00,"6,190.00",2024-03-20
97,HRL,2024032005000235,13,22,10.00,619.00,"6,190.00",2024-03-20
98,HRL,2024032005000236,13,26,10.00,619.00,"6,190.00",2024-03-20
99,HRL,2024032005000237,13,32,50.00,619.00,"30,950.00",2024-03-20
100,HRL,2024032005000238,42,32,20.00,619.00,"12,380.00",2024-03-20
101,HRL,2024032005000239,55,32,50.00,619.00,"30,950.00",2024-03-20
102,HRL,2024032005000240,57,51,10.00,620.00,"6,200.00",2024-03-20
103,HRL,2024032005000241,57,71,50.00,620.00,"31,000.00",2024-03-20
104,HRL,2024032005000242,57,35,20.00,620.00,"12,400.00",2024-03-20
105,HRL,2024032005000243,57,45,10.00,620.00,"6,200.00",2024-03-20
106,HRL,2024032005000244,57,58,30.00,620.00,"18,600.00",2024-03-20
107,HRL,2024032005000245,57,22,10.00,620.00,"6,200.00",2024-03-20
108,HRL,2024032005000246,57,21,10.00,620.00,"6,200.00",2024-03-20
109,HRL,2024032005000247,57,19,20.00,620.00,"12,400.00",2024-03-20
110,HRL,2024032005000248,57,19,30.00,620.00,"18,600.00",2024-03-20
111,HRL,2024032005000249,57,19,10.00,620.00,"6,200.00",2024-03-20
112,HRL,2024032005000250,55,6,10.00,619.00,"6,190.00",2024-03-20
113,HRL,2024032005000251,55,33,20.00,619.00,"12,380.00",2024-03-20
114,HRL,2024032005000252,55,63,10.00,619.00,"6,190.00",2024-03-20
115,HRL,2024032005000253,55,19,10.00,619.00,"6,190.00",2024-03-20
116,HRL,2024032005000255,55,58,10.00,619.00,"6,190.00",2024-03-20
117,HRL,2024032005000256,55,68,10.00,619.00,"6,190.00",2024-03-20
118,HRL,2024032005000257,55,6,10.00,619.00,"6,190.00",2024-03-20
119,HRL,2024032005000258,37,50,200.00,619.10,"123,820.00",2024-03-20
120,HRL,2024032005000261,37,86,620.00,619.10,"383,842.00",2024-03-20
121,HRL,2024032005000265,37,36,20.00,619.10,"12,382.00",2024-03-20
122,HRL,2024032005000266,37,52,10.00,619.10,"6,191.00",2024-03-20
123,HRL,2024032005000267,37,32,40.00,619.10,"24,764.00",2024-03-20
124,HRL,2024032005000268,37,6,10.00,619.10,"6,191.00",2024-03-20
125,HRL,2024032005000279,37,43,50.00,619.10,"30,955.00",2024-03-20
126,HRL,2024032005000281,37,58,20.00,619.10,"12,382.00",2024-03-20
127,HRL,2024032005000283,37,37,10.00,619.10,"6,191.00",2024-03-20
128,HRL,2024032005000284,37,5,20.00,619.10,"12,382.00",2024-03-20
129,HRL,2024032005000285,58,5,23.00,619.10,"14,239.30",2024-03-20
130,HRL,2024032005000286,55,5,657.00,619.00,"406,683.00",2024-03-20
131,HRL,2024032005000301,55,6,10.00,619.00,"6,190.00",2024-03-20
132,HRL,2024032005000302,55,48,"1,203.00",619.00,"744,657.00",2024-03-20
133,HRL,2024032005000303,55,48,797.00,619.00,"493,343.00",2024-03-20
134,HRL,2024032005000304,55,5,700.00,619.00,"433,300.00",2024-03-20
135,HRL,2024032005000306,55,38,10.00,619.00,"6,190.00",2024-03-20
136,HRL,2024032005000307,55,56,30.00,619.00,"18,570.00",2024-03-20
137,HRL,2024032005000310,55,48,80.00,619.00,"49,520.00",2024-03-20
138,HRL,2024032005000311,55,5,383.00,619.00,"237,077.00",2024-03-20
139,HRL,2024032005000314,21,57,10.00,618.10,"6,181.00",2024-03-20
140,HRL,2024032005000317,21,59,10.00,618.10,"6,181.00",2024-03-20
141,HRL,2024032005000318,57,5,100.00,619.00,"61,900.00",2024-03-20
142,HRL,2024032005000324,7,5,10.00,619.00,"6,190.00",2024-03-20
143,HRL,2024032005000325,55,5,267.00,619.00,"165,273.00",2024-03-20
144,HRL,2024032005000326,55,6,10.00,619.00,"6,190.00",2024-03-20
145,HRL,2024032005000327,55,58,10.00,619.00,"6,190.00",2024-03-20
146,HRL,2024032005000336,55,56,"1,000.00",619.00,"619,000.00",2024-03-20
147,HRL,2024032005000338,55,34,10.00,619.00,"6,190.00",2024-03-20
148,HRL,2024032005000339,55,41,10.00,619.00,"6,190.00",2024-03-20
149,HRL,2024032005000342,55,50,500.00,619.00,"309,500.00",2024-03-20
150,HRL,2024032005000345,55,8,10.00,619.00,"6,190.00",2024-03-20
151,HRL,2024032005000346,55,34,40.00,619.00,"24,760.00",2024-03-20
152,HRL,2024032005000347,55,6,10.00,619.00,"6,190.00",2024-03-20
153,HRL,2024032005000348,44,35,20.00,620.00,"12,400.00",2024-03-20
154,HRL,2024032005000349,44,38,10.00,620.00,"6,200.00",2024-03-20
155,HRL,2024032005000350,44,35,20.00,620.00,"12,400.00",2024-03-20
156,HRL,2024032005000352,16,36,20.00,620.00,"12,400.00",2024-03-20
157,HRL,2024032005000353,16,35,20.00,620.00,"12,400.00",2024-03-20
158,HRL,2024032005000354,16,59,10.00,620.00,"6,200.00",2024-03-20
159,HRL,2024032005000355,16,68,20.00,620.00,"12,400.00",2024-03-20
160,HRL,2024032005000356,16,58,10.00,620.00,"6,200.00",2024-03-20
161,HRL,2024032005000357,16,58,20.00,620.00,"12,400.00",2024-03-20
162,HRL,2024032005000358,16,45,40.00,620.00,"24,800.00",2024-03-20
163,HRL,2024032005000359,16,38,10.00,620.00,"6,200.00",2024-03-20
164,HRL,2024032005000360,16,19,10.00,620.00,"6,200.00",2024-03-20
165,HRL,2024032005000361,16,48,10.00,620.00,"6,200.00",2024-03-20
166,HRL,2024032005000362,16,13,20.00,620.00,"12,400.00",2024-03-20
167,HRL,2024032005000368,16,42,10.00,620.00,"6,200.00",2024-03-20
168,HRL,2024032005000370,37,57,10.00,619.10,"6,191.00",2024-03-20
169,HRL,2024032005000371,37,43,50.00,619.10,"30,955.00",2024-03-20
170,HRL,2024032005000376,37,75,10.00,619.10,"6,191.00",2024-03-20
171,HRL,2024032005000377,37,49,20.00,619.10,"12,382.00",2024-03-20
172,HRL,2024032005000391,37,57,10.00,619.10,"6,191.00",2024-03-20
173,HRL,2024032005000392,37,58,10.00,619.10,"6,191.00",2024-03-20
174,HRL,2024032005000393,37,38,10.00,619.10,"6,191.00",2024-03-20
175,HRL,2024032005000396,37,59,10.00,619.10,"6,191.00",2024-03-20
176,HRL,2024032005000398,45,22,10.00,619.90,"6,199.00",2024-03-20
177,HRL,2024032005000399,45,22,10.00,619.90,"6,199.00",2024-03-20
178,HRL,2024032005000400,45,38,30.00,620.00,"18,600.00",2024-03-20
179,HRL,2024032005000401,45,58,10.00,620.00,"6,200.00",2024-03-20
180,HRL,2024032005000402,45,58,30.00,620.00,"18,600.00",2024-03-20
181,HRL,2024032005000403,45,22,10.00,620.00,"6,200.00",2024-03-20
182,HRL,2024032005000404,45,58,10.00,620.00,"6,200.00",2024-03-20
183,HRL,2024032005000405,45,58,20.00,620.00,"12,400.00",2024-03-20
184,HRL,2024032005000406,45,7,50.00,620.00,"31,000.00",2024-03-20
185,HRL,2024032005000407,45,41,10.00,620.00,"6,200.00",2024-03-20
186,HRL,2024032005000408,45,42,10.00,620.00,"6,200.00",2024-03-20
187,HRL,2024032005000409,45,6,10.00,620.00,"6,200.00",2024-03-20
188,HRL,2024032005000412,45,58,20.00,620.00,"12,400.00",2024-03-20
189,HRL,2024032005000416,45,22,10.00,620.00,"6,200.00",2024-03-20
190,HRL,2024032005000417,45,48,10.00,620.00,"6,200.00",2024-03-20
191,HRL,2024032005000418,45,55,20.00,620.00,"12,400.00",2024-03-20
192,HRL,2024032005000419,45,58,10.00,620.00,"6,200.00",2024-03-20
193,HRL,2024032005000429,45,49,10.00,620.00,"6,200.00",2024-03-20
194,HRL,2024032005000430,45,45,10.00,620.00,"6,200.00",2024-03-20
195,HRL,2024032005000431,16,48,10.00,620.00,"6,200.00",2024-03-20
196,HRL,2024032005000434,16,43,20.00,620.00,"12,400.00",2024-03-20
197,HRL,2024032005000437,16,42,10.00,620.00,"6,200.00",2024-03-20
198,HRL,2024032005000438,16,48,10.00,620.00,"6,200.00",2024-03-20
199,HRL,2024032005000439,16,17,10.00,620.00,"6,200.00",2024-03-20
200,HRL,2024032005000444,16,38,10.00,620.00,"6,200.00",2024-03-20
201,HRL,2024032005000447,16,42,10.00,620.00,"6,200.00",2024-03-20
202,HRL,2024032005000448,16,57,20.00,620.00,"12,400.00",2024-03-20
203,HRL,2024032005000451,6,38,10.00,619.20,"6,192.00",2024-03-20
204,HRL,2024032005000454,6,25,30.00,619.20,"18,576.00",2024-03-20
205,HRL,2024032005000458,6,75,10.00,619.20,"6,192.00",2024-03-20
206,HRL,2024032005000460,6,57,10.00,619.20,"6,192.00",2024-03-20
207,HRL,2024032005000461,6,62,10.00,619.20,"6,192.00",2024-03-20
208,HRL,2024032005000462,6,56,10.00,619.20,"6,192.00",2024-03-20
209,HRL,2024032005000466,57,58,30.00,620.00,"18,600.00",2024-03-20
210,HRL,2024032005000467,57,57,10.00,620.00,"6,200.00",2024-03-20
211,HRL,2024032005000468,57,58,20.00,620.00,"12,400.00",2024-03-20
212,HRL,2024032005000469,57,51,10.00,620.00,"6,200.00",2024-03-20
213,HRL,2024032005000470,57,38,50.00,620.00,"31,000.00",2024-03-20
214,HRL,2024032005000471,57,32,80.00,620.00,"49,600.00",2024-03-20
215,HRL,2024032005000472,6,32,50.00,619.20,"30,960.00",2024-03-20
216,HRL,2024032005000474,6,38,10.00,619.20,"6,192.00",2024-03-20
217,HRL,2024032005000482,6,35,20.00,619.20,"12,384.00",2024-03-20
218,HRL,2024032005000483,6,42,10.00,619.20,"6,192.00",2024-03-20
219,HRL,2024032005000486,6,28,20.00,619.20,"12,384.00",2024-03-20
220,HRL,2024032005000494,28,62,100.00,619.50,"61,950.00",2024-03-20
221,HRL,2024032005000495,6,62,310.00,619.20,"191,952.00",2024-03-20
222,HRL,2024032005000500,57,62,90.00,619.20,"55,728.00",2024-03-20
223,HRL,2024032005000506,37,59,10.00,619.10,"6,191.00",2024-03-20
224,HRL,2024032005000508,37,36,30.00,619.10,"18,573.00",2024-03-20
225,HRL,2024032005000515,28,45,10.00,619.20,"6,192.00",2024-03-20
226,HRL,2024032005000518,28,34,10.00,619.20,"6,192.00",2024-03-20
227,HRL,2024032005000524,28,49,10.00,619.20,"6,192.00",2024-03-20
228,HRL,2024032005000525,28,49,10.00,619.20,"6,192.00",2024-03-20
229,HRL,2024032005000528,28,38,10.00,619.20,"6,192.00",2024-03-20
230,HRL,2024032005000533,28,6,10.00,619.20,"6,192.00",2024-03-20
231,HRL,2024032005000540,10,56,20.00,619.50,"12,390.00",2024-03-20
232,HRL,2024032005000543,10,54,20.00,619.50,"12,390.00",2024-03-20
233,HRL,2024032005000545,10,6,10.00,619.50,"6,195.00",2024-03-20
234,HRL,2024032005000547,10,4,10.00,619.50,"6,195.00",2024-03-20
235,HRL,2024032005000552,10,25,10.00,619.50,"6,195.00",2024-03-20
236,HRL,2024032005000553,57,38,10.00,619.50,"6,195.00",2024-03-20
237,HRL,2024032005000563,57,57,10.00,619.50,"6,195.00",2024-03-20
238,HRL,2024032005000564,57,46,10.00,619.50,"6,195.00",2024-03-20
239,HRL,2024032005000565,57,38,10.00,619.50,"6,195.00",2024-03-20
240,HRL,2024032005000566,57,22,10.00,619.50,"6,195.00",2024-03-20
241,HRL,2024032005000578,46,58,20.00,619.50,"12,390.00",2024-03-20
242,HRL,2024032005000580,46,4,10.00,619.50,"6,195.00",2024-03-20
243,HRL,2024032005000584,28,34,10.00,619.20,"6,192.00",2024-03-20
244,HRL,2024032005000588,28,34,20.00,619.20,"12,384.00",2024-03-20
245,HRL,2024032005000591,28,49,10.00,619.20,"6,192.00",2024-03-20
246,HRL,2024032005000598,45,52,30.00,619.20,"18,576.00",2024-03-20
247,HRL,2024032005000599,45,35,20.00,619.20,"12,384.00",2024-03-20
248,HRL,2024032005000601,58,34,20.00,619.20,"12,384.00",2024-03-20
249,HRL,2024032005000603,57,34,10.00,619.50,"6,195.00",2024-03-20
250,HRL,2024032005000605,58,51,19.00,619.20,"11,764.80",2024-03-20
251,HRL,2024032005000607,58,45,10.00,619.20,"6,192.00",2024-03-20
252,HRL,2024032005000608,37,25,10.00,619.10,"6,191.00",2024-03-20
253,HRL,2024032005000619,37,58,20.00,619.10,"12,382.00",2024-03-20
254,HRL,2024032005000620,45,6,10.00,619.20,"6,192.00",2024-03-20
255,HRL,2024032005000622,45,47,10.00,619.20,"6,192.00",2024-03-20
256,HRL,2024032005000623,45,58,10.00,619.20,"6,192.00",2024-03-20
257,HRL,2024032005000624,45,42,20.00,619.20,"12,384.00",2024-03-20
258,HRL,2024032005000626,58,6,10.00,619.20,"6,192.00",2024-03-20
259,HRL,2024032005000627,58,47,10.00,619.20,"6,192.00",2024-03-20
260,HRL,2024032005000632,37,55,10.00,619.10,"6,191.00",2024-03-20
261,HRL,2024032005000633,37,52,10.00,619.10,"6,191.00",2024-03-20
262,HRL,2024032005000634,37,34,30.00,619.10,"18,573.00",2024-03-20
263,HRL,2024032005000635,37,49,20.00,619.10,"12,382.00",2024-03-20
264,HRL,2024032005000636,37,14,30.00,619.10,"18,573.00",2024-03-20
265,HRL,2024032005000637,39,34,10.00,619.50,"6,195.00",2024-03-20
266,HRL,2024032005000638,39,58,10.00,619.50,"6,195.00",2024-03-20
267,HRL,2024032005000639,39,7,10.00,619.50,"6,195.00",2024-03-20
268,HRL,2024032005000640,39,62,20.00,619.50,"12,390.00",2024-03-20
269,HRL,2024032005000641,37,21,10.00,619.10,"6,191.00",2024-03-20
270,HRL,2024032005000642,37,1,10.00,619.10,"6,191.00",2024-03-20
271,HRL,2024032005000643,37,54,20.00,619.10,"12,382.00",2024-03-20
272,HRL,2024032005000644,37,55,20.00,619.10,"12,382.00",2024-03-20
273,HRL,2024032005000645,37,59,10.00,619.10,"6,191.00",2024-03-20
274,HRL,2024032005000646,37,32,10.00,619.10,"6,191.00",2024-03-20
275,HRL,2024032005000647,37,46,10.00,619.10,"6,191.00",2024-03-20
276,HRL,2024032005000653,37,58,10.00,619.10,"6,191.00",2024-03-20
277,HRL,2024032005000655,37,42,10.00,619.10,"6,191.00",2024-03-20
278,HRL,2024032005000656,37,42,10.00,619.10,"6,191.00",2024-03-20
279,HRL,2024032005000659,37,34,20.00,619.10,"12,382.00",2024-03-20
280,HRL,2024032005000661,37,45,20.00,619.10,"12,382.00",2024-03-20
281,HRL,2024032005000662,37,21,10.00,619.10,"6,191.00",2024-03-20
282,HRL,2024032005000663,62,22,30.00,619.20,"18,576.00",2024-03-20
283,HRL,2024032005000669,56,38,30.00,619.40,"18,582.00",2024-03-20
284,HRL,2024032005000670,56,35,20.00,619.50,"12,390.00",2024-03-20
285,HRL,2024032005000671,56,52,10.00,619.50,"6,195.00",2024-03-20
286,HRL,2024032005000674,61,58,30.00,620.00,"18,600.00",2024-03-20
287,HRL,2024032005000675,61,59,10.00,620.00,"6,200.00",2024-03-20
288,HRL,2024032005000676,61,62,20.00,620.00,"12,400.00",2024-03-20
289,HRL,2024032005000677,61,11,10.00,620.00,"6,200.00",2024-03-20
290,HRL,2024032005000678,61,58,10.00,620.00,"6,200.00",2024-03-20
291,HRL,2024032005000679,61,16,10.00,620.00,"6,200.00",2024-03-20
292,HRL,2024032005000680,61,49,20.00,620.00,"12,400.00",2024-03-20
293,HRL,2024032005000681,61,85,20.00,620.00,"12,400.00",2024-03-20
294,HRL,2024032005000682,61,57,10.00,620.00,"6,200.00",2024-03-20
295,HRL,2024032005000683,61,43,10.00,620.00,"6,200.00",2024-03-20
296,HRL,2024032005000684,61,85,20.00,620.00,"12,400.00",2024-03-20
297,HRL,2024032005000685,61,58,10.00,620.00,"6,200.00",2024-03-20
298,HRL,2024032005000686,61,35,20.00,620.00,"12,400.00",2024-03-20
299,HRL,2024032005000687,61,65,30.00,620.00,"18,600.00",2024-03-20
300,HRL,2024032005000688,61,25,10.00,620.00,"6,200.00",2024-03-20
301,HRL,2024032005000689,61,58,10.00,620.00,"6,200.00",2024-03-20
302,HRL,2024032005000690,61,16,250.00,620.00,"155,000.00",2024-03-20
303,HRL,2024032005000691,56,58,10.00,619.50,"6,195.00",2024-03-20
304,HRL,2024032005000692,56,49,20.00,619.50,"12,390.00",2024-03-20
305,HRL,2024032005000696,56,42,20.00,619.50,"12,390.00",2024-03-20
306,HRL,2024032005000702,56,21,10.00,619.50,"6,195.00",2024-03-20
307,HRL,2024032005000704,32,16,750.00,620.00,"465,000.00",2024-03-20
308,HRL,2024032005000705,32,6,10.00,620.00,"6,200.00",2024-03-20
309,HRL,2024032005000706,32,44,10.00,620.00,"6,200.00",2024-03-20
310,HRL,2024032005000707,32,4,10.00,620.00,"6,200.00",2024-03-20
311,HRL,2024032005000708,32,17,10.00,620.00,"6,200.00",2024-03-20
312,HRL,2024032005000709,32,52,20.00,620.00,"12,400.00",2024-03-20
313,HRL,2024032005000710,32,35,10.00,620.00,"6,200.00",2024-03-20
314,HRL,2024032005000711,32,48,10.00,620.00,"6,200.00",2024-03-20
315,HRL,2024032005000712,32,47,10.00,620.00,"6,200.00",2024-03-20
316,HRL,2024032005000713,32,22,10.00,620.00,"6,200.00",2024-03-20
317,HRL,2024032005000714,32,7,10.00,620.00,"6,200.00",2024-03-20
318,HRL,2024032005000715,32,48,10.00,620.00,"6,200.00",2024-03-20
319,HRL,2024032005000716,32,38,10.00,620.00,"6,200.00",2024-03-20
320,HRL,2024032005000717,32,58,10.00,620.00,"6,200.00",2024-03-20
321,HRL,2024032005000723,65,57,30.00,621.00,"18,630.00",2024-03-20
322,HRL,2024032005000724,65,57,30.00,621.00,"18,630.00",2024-03-20
323,HRL,2024032005000725,65,45,10.00,621.00,"6,210.00",2024-03-20
324,HRL,2024032005000726,65,57,20.00,621.00,"12,420.00",2024-03-20
325,HRL,2024032005000727,65,46,10.00,621.00,"6,210.00",2024-03-20
326,HRL,2024032005000729,45,58,10.00,620.10,"6,201.00",2024-03-20
327,HRL,2024032005000731,45,58,10.00,620.10,"6,201.00",2024-03-20
328,HRL,2024032005000740,45,14,20.00,620.10,"12,402.00",2024-03-20
329,HRL,2024032005000743,45,58,100.00,620.10,"62,010.00",2024-03-20
330,HRL,2024032005000746,62,45,20.00,621.00,"12,420.00",2024-03-20
331,HRL,2024032005000747,62,55,10.00,621.00,"6,210.00",2024-03-20
332,HRL,2024032005000748,62,58,30.00,621.00,"18,630.00",2024-03-20
333,HRL,2024032005000749,62,46,10.00,621.00,"6,210.00",2024-03-20
334,HRL,2024032005000750,62,45,10.00,621.00,"6,210.00",2024-03-20
335,HRL,2024032005000751,62,58,30.00,621.00,"18,630.00",2024-03-20
336,HRL,2024032005000752,62,55,20.00,621.00,"12,420.00",2024-03-20
337,HRL,2024032005000753,62,58,10.00,621.00,"6,210.00",2024-03-20
338,HRL,2024032005000754,62,13,30.00,621.00,"18,630.00",2024-03-20
339,HRL,2024032005000755,62,35,10.00,621.00,"6,210.00",2024-03-20
340,HRL,2024032005000756,62,17,50.00,621.10,"31,055.00",2024-03-20
341,HRL,2024032005000757,62,58,10.00,621.60,"6,216.00",2024-03-20
342,HRL,2024032005000758,62,11,10.00,621.70,"6,217.00",2024-03-20
343,HRL,2024032005000759,62,58,20.00,621.70,"12,434.00",2024-03-20
344,HRL,2024032005000760,62,4,10.00,621.90,"6,219.00",2024-03-20
345,HRL,2024032005000761,62,58,30.00,622.00,"18,660.00",2024-03-20
346,HRL,2024032005000762,62,58,10.00,622.00,"6,220.00",2024-03-20
347,HRL,2024032005000763,62,58,30.00,622.00,"18,660.00",2024-03-20
348,HRL,2024032005000764,62,49,30.00,622.00,"18,660.00",2024-03-20
349,HRL,2024032005000765,62,34,10.00,622.00,"6,220.00",2024-03-20
350,HRL,2024032005000766,62,47,10.00,622.00,"6,220.00",2024-03-20
351,HRL,2024032005000767,62,14,10.00,622.00,"6,220.00",2024-03-20
352,HRL,2024032005000768,62,4,20.00,622.00,"12,440.00",2024-03-20
353,HRL,2024032005000769,62,58,30.00,622.00,"18,660.00",2024-03-20
354,HRL,2024032005000770,62,58,10.00,622.00,"6,220.00",2024-03-20
355,HRL,2024032005000782,45,34,20.00,620.10,"12,402.00",2024-03-20
