SN,Symbol,Transaction No.,Buyer Broker,Seller Broker,Share Quantity,Rate(Rs),Amount(Rs),Traded Date
49,HRL,2024032605000091,14,38,10.00,607.10,"6,071.00",2024-03-26
50,HRL,2024032605000092,14,45,20.00,607.10,"12,142.00",2024-03-26
51,HRL,2024032605000093,14,38,20.00,607.10,"12,142.00",2024-03-26
52,HRL,2024032605000094,14,88,10.00,607.10,"6,071.00",2024-03-26
53,HRL,2024032605000097,14,38,10.00,607.10,"6,071.00",2024-03-26
54,HRL,2024032605000098,55,52,20.00,607.90,"12,158.00",2024-03-26
55,HRL,2024032605000099,55,57,30.00,608.00,"18,240.00",2024-03-26
56,HRL,2024032605000100,14,20,10.00,607.10,"6,071.00",2024-03-26
57,HRL,2024032605000101,14,32,10.00,607.10,"6,071.00",2024-03-26
58,HRL,2024032605000102,3,38,10.00,607.00,"6,070.00",2024-03-26
59,HRL,2024032605000105,45,38,10.00,606.60,"6,066.00",2024-03-26
60,HRL,2024032605000106,19,58,10.00,607.10,"6,071.00",2024-03-26
61,HRL,2024032605000107,19,57,90.00,608.00,"54,720.00",2024-03-26
62,HRL,2024032605000108,50,57,25.00,608.00,"15,200.00",2024-03-26
63,HRL,2024032605000109,50,57,10.00,608.00,"6,080.00",2024-03-26
64,HRL,2024032605000110,50,17,10.00,608.00,"6,080.00",2024-03-26
65,HRL,2024032605000111,50,17,10.00,608.00,"6,080.00",2024-03-26
66,HRL,2024032605000115,45,38,10.00,606.60,"6,066.00",2024-03-26
67,HRL,2024032605000117,34,38,10.00,606.60,"6,066.00",2024-03-26
68,HRL,2024032605000119,34,38,10.00,606.60,"6,066.00",2024-03-26
69,HRL,2024032605000123,25,38,10.00,607.00,"6,070.00",2024-03-26
70,HRL,2024032605000125,25,21,10.00,607.00,"6,070.00",2024-03-26
71,HRL,2024032605000126,25,32,20.00,607.00,"12,140.00",2024-03-26
72,HRL,2024032605000127,25,36,20.00,607.00,"12,140.00",2024-03-26
73,HRL,2024032605000129,25,17,10.00,607.00,"6,070.00",2024-03-26
74,HRL,2024032605000130,25,41,10.00,607.00,"6,070.00",2024-03-26
75,HRL,2024032605000131,25,57,10.00,607.00,"6,070.00",2024-03-26
76,HRL,2024032605000132,25,8,10.00,607.00,"6,070.00",2024-03-26
77,HRL,2024032605000143,38,17,10.00,608.00,"6,080.00",2024-03-26
78,HRL,2024032605000144,38,49,10.00,608.00,"6,080.00",2024-03-26
79,HRL,2024032605000145,50,58,10.00,607.10,"6,071.00",2024-03-26
80,HRL,2024032605000147,34,45,20.00,607.20,"12,144.00",2024-03-26
81,HRL,2024032605000148,16,7,10.00,609.00,"6,090.00",2024-03-26
82,HRL,2024032605000153,50,32,20.00,609.50,"12,190.00",2024-03-26
83,HRL,2024032605000154,34,58,10.00,607.20,"6,072.00",2024-03-26
84,HRL,2024032605000155,50,58,10.00,607.10,"6,071.00",2024-03-26
85,HRL,2024032605000156,50,38,10.00,607.10,"6,071.00",2024-03-26
86,HRL,2024032605000157,49,8,10.00,609.00,"6,090.00",2024-03-26
87,HRL,2024032605000160,52,6,10.00,607.50,"6,075.00",2024-03-26
88,HRL,2024032605000162,26,58,10.00,608.00,"6,080.00",2024-03-26
89,HRL,2024032605000170,38,58,10.00,608.00,"6,080.00",2024-03-26
90,HRL,2024032605000171,50,58,10.00,608.00,"6,080.00",2024-03-26
91,HRL,2024032605000172,50,51,10.00,608.00,"6,080.00",2024-03-26
92,HRL,2024032605000173,50,44,10.00,608.00,"6,080.00",2024-03-26
93,HRL,2024032605000174,26,57,10.00,608.00,"6,080.00",2024-03-26
94,HRL,2024032605000175,26,58,10.00,608.00,"6,080.00",2024-03-26
95,HRL,2024032605000176,38,6,10.00,608.00,"6,080.00",2024-03-26
96,HRL,2024032605000179,38,58,10.00,608.00,"6,080.00",2024-03-26
97,HRL,2024032605000181,50,46,10.00,608.00,"6,080.00",2024-03-26
98,HRL,2024032605000182,50,59,10.00,608.20,"6,082.00",2024-03-26
99,HRL,2024032605000183,52,42,20.00,607.50,"12,150.00",2024-03-26
100,HRL,2024032605000184,52,6,10.00,607.50,"6,075.00",2024-03-26
101,HRL,2024032605000187,38,25,10.00,608.00,"6,080.00",2024-03-26
102,HRL,2024032605000188,6,58,10.00,608.10,"6,081.00",2024-03-26
103,HRL,2024032605000189,6,59,10.00,608.20,"6,082.00",2024-03-26
104,HRL,2024032605000190,6,8,10.00,609.00,"6,090.00",2024-03-26
105,HRL,2024032605000191,38,58,10.00,608.00,"6,080.00",2024-03-26
106,HRL,2024032605000195,58,42,10.00,608.00,"6,080.00",2024-03-26
107,HRL,2024032605000196,58,57,10.00,608.00,"6,080.00",2024-03-26
108,HRL,2024032605000197,52,22,10.00,607.50,"6,075.00",2024-03-26
109,HRL,2024032605000198,58,57,17.00,608.00,"10,336.00",2024-03-26
110,HRL,2024032605000199,65,38,10.00,607.60,"6,076.00",2024-03-26
111,HRL,2024032605000200,65,35,20.00,607.60,"12,152.00",2024-03-26
112,HRL,2024032605000206,38,58,10.00,607.70,"6,077.00",2024-03-26
113,HRL,2024032605000207,38,38,10.00,607.70,"6,077.00",2024-03-26
114,HRL,2024032605000218,42,40,10.00,608.00,"6,080.00",2024-03-26
115,HRL,2024032605000219,42,49,10.00,608.00,"6,080.00",2024-03-26
116,HRL,2024032605000220,42,57,10.00,608.00,"6,080.00",2024-03-26
117,HRL,2024032605000227,45,36,20.00,608.00,"12,160.00",2024-03-26
118,HRL,2024032605000229,45,57,20.00,608.00,"12,160.00",2024-03-26
119,HRL,2024032605000230,14,58,10.00,609.00,"6,090.00",2024-03-26
120,HRL,2024032605000231,14,57,10.00,609.00,"6,090.00",2024-03-26
121,HRL,2024032605000232,14,58,10.00,609.00,"6,090.00",2024-03-26
122,HRL,2024032605000233,14,49,10.00,609.00,"6,090.00",2024-03-26
123,HRL,2024032605000234,14,19,10.00,609.00,"6,090.00",2024-03-26
124,HRL,2024032605000240,5,35,20.00,608.10,"12,162.00",2024-03-26
125,HRL,2024032605000241,5,58,10.00,608.10,"6,081.00",2024-03-26
126,HRL,2024032605000243,5,49,10.00,608.10,"6,081.00",2024-03-26
127,HRL,2024032605000246,6,28,10.00,608.20,"6,082.00",2024-03-26
128,HRL,2024032605000250,6,44,10.00,608.20,"6,082.00",2024-03-26
129,HRL,2024032605000254,50,58,20.00,609.80,"12,196.00",2024-03-26
130,HRL,2024032605000255,5,33,20.00,608.30,"12,166.00",2024-03-26
131,HRL,2024032605000258,65,58,10.00,609.90,"6,099.00",2024-03-26
132,HRL,2024032605000259,65,58,20.00,609.90,"12,198.00",2024-03-26
133,HRL,2024032605000260,65,58,10.00,609.90,"6,099.00",2024-03-26
134,HRL,2024032605000261,65,21,10.00,609.90,"6,099.00",2024-03-26
135,HRL,2024032605000262,65,54,30.00,610.00,"18,300.00",2024-03-26
136,HRL,2024032605000263,65,7,10.00,610.00,"6,100.00",2024-03-26
137,HRL,2024032605000264,65,54,20.00,610.00,"12,200.00",2024-03-26
138,HRL,2024032605000265,65,34,10.00,610.00,"6,100.00",2024-03-26
139,HRL,2024032605000266,65,4,10.00,610.00,"6,100.00",2024-03-26
140,HRL,2024032605000267,65,3,30.00,610.00,"18,300.00",2024-03-26
141,HRL,2024032605000268,65,38,10.00,610.00,"6,100.00",2024-03-26
142,HRL,2024032605000269,65,55,40.00,610.00,"24,400.00",2024-03-26
143,HRL,2024032605000270,65,38,20.00,610.00,"12,200.00",2024-03-26
144,HRL,2024032605000271,65,50,10.00,610.00,"6,100.00",2024-03-26
145,HRL,2024032605000272,65,45,10.00,610.00,"6,100.00",2024-03-26
146,HRL,2024032605000273,65,21,10.00,610.00,"6,100.00",2024-03-26
147,HRL,2024032605000274,65,50,10.00,610.00,"6,100.00",2024-03-26
148,HRL,2024032605000275,65,58,100.00,610.00,"61,000.00",2024-03-26
149,HRL,2024032605000277,65,58,350.00,610.00,"213,500.00",2024-03-26
150,HRL,2024032605000278,65,11,10.00,610.00,"6,100.00",2024-03-26
151,HRL,2024032605000279,65,22,10.00,610.00,"6,100.00",2024-03-26
152,HRL,2024032605000280,65,49,20.00,610.00,"12,200.00",2024-03-26
153,HRL,2024032605000281,65,7,20.00,610.00,"12,200.00",2024-03-26
154,HRL,2024032605000282,65,58,10.00,610.00,"6,100.00",2024-03-26
155,HRL,2024032605000283,65,38,20.00,610.00,"12,200.00",2024-03-26
156,HRL,2024032605000284,65,54,20.00,610.00,"12,200.00",2024-03-26
157,HRL,2024032605000285,65,49,10.00,610.00,"6,100.00",2024-03-26
158,HRL,2024032605000286,65,33,30.00,610.00,"18,300.00",2024-03-26
159,HRL,2024032605000287,65,42,20.00,610.00,"12,200.00",2024-03-26
160,HRL,2024032605000288,65,57,20.00,609.00,"12,180.00",2024-03-26
161,HRL,2024032605000290,34,16,10.00,610.10,"6,101.00",2024-03-26
162,HRL,2024032605000292,65,58,30.00,609.00,"18,270.00",2024-03-26
163,HRL,2024032605000293,42,34,10.00,610.00,"6,100.00",2024-03-26
164,HRL,2024032605000294,34,3,10.00,611.00,"6,110.00",2024-03-26
165,HRL,2024032605000295,34,57,30.00,611.00,"18,330.00",2024-03-26
166,HRL,2024032605000298,62,49,20.00,610.00,"12,200.00",2024-03-26
167,HRL,2024032605000301,50,42,10.00,610.00,"6,100.00",2024-03-26
168,HRL,2024032605000308,50,17,10.00,610.00,"6,100.00",2024-03-26
169,HRL,2024032605000315,11,4,20.00,610.00,"12,200.00",2024-03-26
170,HRL,2024032605000316,11,17,10.00,610.00,"6,100.00",2024-03-26
171,HRL,2024032605000320,11,57,70.00,610.00,"42,700.00",2024-03-26
172,HRL,2024032605000321,45,57,30.00,610.00,"18,300.00",2024-03-26
173,HRL,2024032605000323,45,65,30.00,610.00,"18,300.00",2024-03-26
174,HRL,2024032605000329,25,56,10.00,611.00,"6,110.00",2024-03-26
175,HRL,2024032605000330,50,59,20.00,611.00,"12,220.00",2024-03-26
176,HRL,2024032605000332,50,57,10.00,611.00,"6,110.00",2024-03-26
177,HRL,2024032605000333,45,57,10.00,610.00,"6,100.00",2024-03-26
178,HRL,2024032605000338,5,58,100.00,611.00,"61,100.00",2024-03-26
179,HRL,2024032605000339,5,25,20.00,611.00,"12,220.00",2024-03-26
180,HRL,2024032605000344,44,65,10.00,611.00,"6,110.00",2024-03-26
181,HRL,2024032605000347,44,57,160.00,611.00,"97,760.00",2024-03-26
182,HRL,2024032605000348,50,3,200.00,611.90,"122,380.00",2024-03-26
183,HRL,2024032605000350,44,41,30.00,611.00,"18,330.00",2024-03-26
184,HRL,2024032605000352,59,28,30.00,611.00,"18,330.00",2024-03-26
185,HRL,2024032605000353,91,57,20.00,611.10,"12,222.00",2024-03-26
186,HRL,2024032605000354,91,57,30.00,611.10,"18,333.00",2024-03-26
187,HRL,2024032605000355,59,57,90.00,611.00,"54,990.00",2024-03-26
188,HRL,2024032605000356,45,57,80.00,611.00,"48,880.00",2024-03-26
189,HRL,2024032605000357,21,58,10.00,611.90,"6,119.00",2024-03-26
190,HRL,2024032605000358,21,50,100.00,612.00,"61,200.00",2024-03-26
191,HRL,2024032605000359,21,16,10.00,612.00,"6,120.00",2024-03-26
192,HRL,2024032605000360,21,55,30.00,612.00,"18,360.00",2024-03-26
193,HRL,2024032605000368,57,55,970.00,612.00,"593,640.00",2024-03-26
194,HRL,2024032605000369,57,90,10.00,612.00,"6,120.00",2024-03-26
195,HRL,2024032605000370,57,34,20.00,612.00,"12,240.00",2024-03-26
196,HRL,2024032605000380,45,57,100.00,611.00,"61,100.00",2024-03-26
197,HRL,2024032605000381,45,59,20.00,611.00,"12,220.00",2024-03-26
198,HRL,2024032605000390,65,55,"1,000.00",612.00,"612,000.00",2024-03-26
199,HRL,2024032605000391,44,52,28.00,612.00,"17,136.00",2024-03-26
200,HRL,2024032605000392,44,45,10.00,612.00,"6,120.00",2024-03-26
201,HRL,2024032605000393,44,49,10.00,612.00,"6,120.00",2024-03-26
202,HRL,2024032605000394,44,22,10.00,612.00,"6,120.00",2024-03-26
203,HRL,2024032605000395,44,40,101.00,612.00,"61,812.00",2024-03-26
204,HRL,2024032605000396,44,41,10.00,612.00,"6,120.00",2024-03-26
205,HRL,2024032605000399,44,52,10.00,612.00,"6,120.00",2024-03-26
206,HRL,2024032605000400,44,36,130.00,612.00,"79,560.00",2024-03-26
207,HRL,2024032605000401,44,51,10.00,612.00,"6,120.00",2024-03-26
208,HRL,2024032605000402,44,48,30.00,612.00,"18,360.00",2024-03-26
209,HRL,2024032605000404,16,34,10.00,613.00,"6,130.00",2024-03-26
210,HRL,2024032605000405,16,34,10.00,613.00,"6,130.00",2024-03-26
211,HRL,2024032605000406,16,8,10.00,613.00,"6,130.00",2024-03-26
212,HRL,2024032605000407,16,48,170.00,613.00,"104,210.00",2024-03-26
213,HRL,2024032605000409,44,11,10.00,612.00,"6,120.00",2024-03-26
214,HRL,2024032605000411,44,57,30.00,612.00,"18,360.00",2024-03-26
215,HRL,2024032605000412,44,58,10.00,612.00,"6,120.00",2024-03-26
216,HRL,2024032605000413,6,48,27.00,613.00,"16,551.00",2024-03-26
217,HRL,2024032605000414,6,3,10.00,613.00,"6,130.00",2024-03-26
218,HRL,2024032605000415,6,42,10.00,613.00,"6,130.00",2024-03-26
219,HRL,2024032605000419,6,28,10.00,613.00,"6,130.00",2024-03-26
220,HRL,2024032605000422,1,57,11.00,613.40,"6,747.40",2024-03-26
221,HRL,2024032605000425,6,13,10.00,613.00,"6,130.00",2024-03-26
222,HRL,2024032605000426,58,57,50.00,613.40,"30,670.00",2024-03-26
223,HRL,2024032605000431,6,6,20.00,613.00,"12,260.00",2024-03-26
224,HRL,2024032605000433,6,33,13.00,613.00,"7,969.00",2024-03-26
225,HRL,2024032605000434,35,25,10.00,613.00,"6,130.00",2024-03-26
226,HRL,2024032605000436,35,40,90.00,613.00,"55,170.00",2024-03-26
227,HRL,2024032605000437,41,40,10.00,613.00,"6,130.00",2024-03-26
228,HRL,2024032605000438,5,57,40.00,613.10,"24,524.00",2024-03-26
229,HRL,2024032605000439,41,57,10.00,613.00,"6,130.00",2024-03-26
230,HRL,2024032605000441,41,48,20.00,613.00,"12,260.00",2024-03-26
231,HRL,2024032605000442,41,59,100.00,613.00,"61,300.00",2024-03-26
232,HRL,2024032605000444,44,57,10.00,612.00,"6,120.00",2024-03-26
233,HRL,2024032605000452,44,3,391.00,612.00,"239,292.00",2024-03-26
234,HRL,2024032605000453,25,3,100.00,612.00,"61,200.00",2024-03-26
235,HRL,2024032605000454,45,3,190.00,612.00,"116,280.00",2024-03-26
236,HRL,2024032605000455,13,36,30.00,611.00,"18,330.00",2024-03-26
237,HRL,2024032605000457,58,54,10.00,613.00,"6,130.00",2024-03-26
238,HRL,2024032605000458,58,21,10.00,613.00,"6,130.00",2024-03-26
239,HRL,2024032605000466,66,35,10.00,610.20,"6,102.00",2024-03-26
240,HRL,2024032605000467,66,19,10.00,610.20,"6,102.00",2024-03-26
241,HRL,2024032605000468,38,58,20.00,612.00,"12,240.00",2024-03-26
242,HRL,2024032605000469,38,58,10.00,612.00,"6,120.00",2024-03-26
243,HRL,2024032605000470,38,25,30.00,612.50,"18,375.00",2024-03-26
244,HRL,2024032605000471,38,21,10.00,613.00,"6,130.00",2024-03-26
245,HRL,2024032605000472,38,57,39.00,613.40,"23,922.60",2024-03-26
246,HRL,2024032605000473,38,3,91.00,613.40,"55,819.40",2024-03-26
247,HRL,2024032605000474,45,1,10.00,612.10,"6,121.00",2024-03-26
248,HRL,2024032605000477,45,43,10.00,612.10,"6,121.00",2024-03-26
249,HRL,2024032605000479,45,28,10.00,612.10,"6,121.00",2024-03-26
250,HRL,2024032605000480,45,38,20.00,612.10,"12,242.00",2024-03-26
251,HRL,2024032605000483,45,3,450.00,612.10,"275,445.00",2024-03-26
252,HRL,2024032605000494,56,3,20.00,612.10,"12,242.00",2024-03-26
253,HRL,2024032605000495,56,44,10.00,612.10,"6,121.00",2024-03-26
254,HRL,2024032605000496,56,48,70.00,612.10,"42,847.00",2024-03-26
255,HRL,2024032605000497,66,38,20.00,610.20,"12,204.00",2024-03-26
256,HRL,2024032605000499,66,47,10.00,610.20,"6,102.00",2024-03-26
257,HRL,2024032605000500,72,57,10.00,610.20,"6,102.00",2024-03-26
258,HRL,2024032605000502,72,49,40.00,610.20,"24,408.00",2024-03-26
259,HRL,2024032605000505,72,49,10.00,610.20,"6,102.00",2024-03-26
260,HRL,2024032605000506,72,45,10.00,610.20,"6,102.00",2024-03-26
261,HRL,2024032605000507,72,14,10.00,610.20,"6,102.00",2024-03-26
262,HRL,2024032605000509,72,48,10.00,610.20,"6,102.00",2024-03-26
263,HRL,2024032605000510,72,77,10.00,610.20,"6,102.00",2024-03-26
264,HRL,2024032605000512,72,1,30.00,610.20,"18,306.00",2024-03-26
265,HRL,2024032605000518,72,28,10.00,610.20,"6,102.00",2024-03-26
266,HRL,2024032605000519,14,3,70.00,611.00,"42,770.00",2024-03-26
267,HRL,2024032605000521,42,3,30.00,611.00,"18,330.00",2024-03-26
268,HRL,2024032605000523,42,47,10.00,611.00,"6,110.00",2024-03-26
269,HRL,2024032605000524,42,57,10.00,611.00,"6,110.00",2024-03-26
270,HRL,2024032605000528,42,57,10.00,611.00,"6,110.00",2024-03-26
271,HRL,2024032605000530,5,58,10.00,611.80,"6,118.00",2024-03-26
272,HRL,2024032605000531,5,64,10.00,611.90,"6,119.00",2024-03-26
273,HRL,2024032605000541,42,58,10.00,611.00,"6,110.00",2024-03-26
274,HRL,2024032605000546,42,42,20.00,611.00,"12,220.00",2024-03-26
275,HRL,2024032605000547,42,42,10.00,611.00,"6,110.00",2024-03-26
276,HRL,2024032605000549,48,25,10.00,612.00,"6,120.00",2024-03-26
277,HRL,2024032605000551,42,22,10.00,610.30,"6,103.00",2024-03-26
278,HRL,2024032605000553,42,14,60.00,610.30,"36,618.00",2024-03-26
279,HRL,2024032605000554,7,14,30.00,610.30,"18,309.00",2024-03-26
280,HRL,2024032605000555,72,14,60.00,610.20,"36,612.00",2024-03-26
281,HRL,2024032605000556,46,14,200.00,610.20,"122,040.00",2024-03-26
282,HRL,2024032605000557,72,14,150.00,610.20,"91,530.00",2024-03-26
283,HRL,2024032605000560,72,49,20.00,610.20,"12,204.00",2024-03-26
284,HRL,2024032605000561,72,41,10.00,610.20,"6,102.00",2024-03-26
285,HRL,2024032605000563,72,1,10.00,610.20,"6,102.00",2024-03-26
286,HRL,2024032605000570,72,34,10.00,610.20,"6,102.00",2024-03-26
287,HRL,2024032605000574,91,58,10.00,610.10,"6,101.00",2024-03-26
288,HRL,2024032605000579,91,48,90.00,610.10,"54,909.00",2024-03-26
289,HRL,2024032605000580,49,48,15.00,610.00,"9,150.00",2024-03-26
290,HRL,2024032605000581,58,48,232.00,610.00,"141,520.00",2024-03-26
291,HRL,2024032605000582,56,48,93.00,610.00,"56,730.00",2024-03-26
292,HRL,2024032605000584,56,65,407.00,610.00,"248,270.00",2024-03-26
293,HRL,2024032605000585,7,65,20.00,610.00,"12,200.00",2024-03-26
294,HRL,2024032605000586,56,65,93.00,610.00,"56,730.00",2024-03-26
295,HRL,2024032605000600,5,44,10.00,610.10,"6,101.00",2024-03-26
296,HRL,2024032605000601,5,48,10.00,610.20,"6,102.00",2024-03-26
297,HRL,2024032605000603,56,17,10.00,610.00,"6,100.00",2024-03-26
298,HRL,2024032605000605,56,21,897.00,610.00,"547,170.00",2024-03-26
299,HRL,2024032605000606,28,21,100.00,610.00,"61,000.00",2024-03-26
300,HRL,2024032605000607,36,45,30.00,610.00,"18,300.00",2024-03-26
301,HRL,2024032605000608,34,45,10.00,610.00,"6,100.00",2024-03-26
302,HRL,2024032605000609,58,45,25.00,610.00,"15,250.00",2024-03-26
303,HRL,2024032605000610,38,45,285.00,610.00,"173,850.00",2024-03-26
304,HRL,2024032605000621,49,58,10.00,609.00,"6,090.00",2024-03-26
305,HRL,2024032605000622,25,6,20.00,609.00,"12,180.00",2024-03-26
306,HRL,2024032605000637,62,58,190.00,609.00,"115,710.00",2024-03-26
307,HRL,2024032605000638,5,21,10.00,608.30,"6,083.00",2024-03-26
308,HRL,2024032605000639,5,16,20.00,608.30,"12,166.00",2024-03-26
309,HRL,2024032605000641,62,49,50.00,609.00,"30,450.00",2024-03-26
310,HRL,2024032605000643,62,29,10.00,608.90,"6,089.00",2024-03-26
311,HRL,2024032605000644,62,45,150.00,610.00,"91,500.00",2024-03-26
312,HRL,2024032605000645,62,57,10.00,610.00,"6,100.00",2024-03-26
313,HRL,2024032605000646,62,45,10.00,610.00,"6,100.00",2024-03-26
314,HRL,2024032605000647,62,48,300.00,610.00,"183,000.00",2024-03-26
315,HRL,2024032605000648,62,34,10.00,610.00,"6,100.00",2024-03-26
316,HRL,2024032605000649,62,51,10.00,610.00,"6,100.00",2024-03-26
317,HRL,2024032605000650,62,52,20.00,610.00,"12,200.00",2024-03-26
318,HRL,2024032605000651,62,35,20.00,610.00,"12,200.00",2024-03-26
319,HRL,2024032605000652,62,52,20.00,610.00,"12,200.00",2024-03-26
320,HRL,2024032605000653,34,36,40.00,610.00,"24,400.00",2024-03-26
321,HRL,2024032605000654,34,58,20.00,610.00,"12,200.00",2024-03-26
322,HRL,2024032605000655,34,52,20.00,610.00,"12,200.00",2024-03-26
323,HRL,2024032605000656,34,55,30.00,610.00,"18,300.00",2024-03-26
324,HRL,2024032605000657,34,35,10.00,610.00,"6,100.00",2024-03-26
325,HRL,2024032605000658,34,17,10.00,610.00,"6,100.00",2024-03-26
326,HRL,2024032605000659,34,57,20.00,610.00,"12,200.00",2024-03-26
327,HRL,2024032605000664,5,49,20.00,608.30,"12,166.00",2024-03-26
328,HRL,2024032605000666,5,52,10.00,608.30,"6,083.00",2024-03-26
329,HRL,2024032605000674,5,56,20.00,608.30,"12,166.00",2024-03-26
330,HRL,2024032605000679,5,34,30.00,608.10,"18,243.00",2024-03-26
331,HRL,2024032605000688,42,3,10.00,608.30,"6,083.00",2024-03-26
332,HRL,2024032605000689,62,3,190.00,608.20,"115,558.00",2024-03-26
333,HRL,2024032605000695,62,57,10.00,608.20,"6,082.00",2024-03-26
334,HRL,2024032605000698,5,50,30.00,608.10,"18,243.00",2024-03-26
335,HRL,2024032605000699,34,49,10.00,608.10,"6,081.00",2024-03-26
336,HRL,2024032605000700,34,38,10.00,608.10,"6,081.00",2024-03-26
337,HRL,2024032605000702,34,3,400.00,608.10,"243,240.00",2024-03-26
338,HRL,2024032605000703,34,6,10.00,608.10,"6,081.00",2024-03-26
339,HRL,2024032605000704,34,19,20.00,608.10,"12,162.00",2024-03-26
340,HRL,2024032605000705,34,34,30.00,608.10,"18,243.00",2024-03-26
341,HRL,2024032605000708,34,74,10.00,608.10,"6,081.00",2024-03-26
342,HRL,2024032605000711,34,35,10.00,608.10,"6,081.00",2024-03-26
343,HRL,2024032605000715,34,49,20.00,608.10,"12,162.00",2024-03-26
344,HRL,2024032605000717,34,57,20.00,608.10,"12,162.00",2024-03-26
345,HRL,2024032605000721,34,51,10.00,608.10,"6,081.00",2024-03-26
346,HRL,2024032605000722,54,45,10.00,609.00,"6,090.00",2024-03-26
347,HRL,2024032605000723,54,40,140.00,609.00,"85,260.00",2024-03-26
348,HRL,2024032605000724,34,57,20.00,608.10,"12,162.00",2024-03-26
349,HRL,2024032605000727,34,56,20.00,608.10,"12,162.00",2024-03-26
350,HRL,2024032605000728,34,1,30.00,608.10,"18,243.00",2024-03-26
351,HRL,2024032605000729,34,35,10.00,608.10,"6,081.00",2024-03-26
352,HRL,2024032605000730,34,55,10.00,608.10,"6,081.00",2024-03-26
353,HRL,2024032605000731,34,59,10.00,608.00,"6,080.00",2024-03-26
354,HRL,2024032605000733,34,8,10.00,608.00,"6,080.00",2024-03-26
355,HRL,2024032605000734,34,55,10.00,608.00,"6,080.00",2024-03-26
