SN,Symbol,Transaction No.,Buyer Broker,Seller Broker,Share Quantity,Rate(Rs),Amount(Rs),Traded Date
1,HRL,2024032705000007,58,49,10.00,608.00,"6,080.00",2024-03-27
2,HRL,2024032705000011,58,51,10.00,609.00,"6,090.00",2024-03-27
3,HRL,2024032705000012,58,34,10.00,609.00,"6,090.00",2024-03-27
4,HRL,2024032705000013,58,34,10.00,609.00,"6,090.00",2024-03-27
5,HRL,2024032705000017,58,35,10.00,609.00,"6,090.00",2024-03-27
6,HRL,2024032705000018,1,40,11.00,610.00,"6,710.00",2024-03-27
7,HRL,2024032705000022,4,40,19.00,610.00,"11,590.00",2024-03-27
8,HRL,2024032705000025,26,64,10.00,610.00,"6,100.00",2024-03-27
9,HRL,2024032705000026,26,49,10.00,610.00,"6,100.00",2024-03-27
10,HRL,2024032705000027,26,19,10.00,610.00,"6,100.00",2024-03-27
11,HRL,2024032705000028,26,45,10.00,610.00,"6,100.00",2024-03-27
12,HRL,2024032705000032,16,16,2.00,605.00,"1,210.00",2024-03-27
13,HRL,2024032705000033,58,59,20.00,609.00,"12,180.00",2024-03-27
14,HRL,2024032705000034,5,51,10.00,609.50,"6,095.00",2024-03-27
15,HRL,2024032705000035,5,16,10.00,610.00,"6,100.00",2024-03-27
16,HRL,2024032705000036,5,13,20.00,610.00,"12,200.00",2024-03-27
17,HRL,2024032705000037,5,45,20.00,610.00,"12,200.00",2024-03-27
18,HRL,2024032705000038,5,50,10.00,610.00,"6,100.00",2024-03-27
19,HRL,2024032705000039,5,45,10.00,610.00,"6,100.00",2024-03-27
20,HRL,2024032705000040,5,3,420.00,610.00,"256,200.00",2024-03-27
21,HRL,2024032705000041,5,51,20.00,610.00,"12,200.00",2024-03-27
22,HRL,2024032705000042,5,58,10.00,610.00,"6,100.00",2024-03-27
23,HRL,2024032705000043,59,39,100.00,610.20,"61,020.00",2024-03-27
24,HRL,2024032705000044,10,39,100.00,610.20,"61,020.00",2024-03-27
25,HRL,2024032705000046,5,56,20.00,610.00,"12,200.00",2024-03-27
26,HRL,2024032705000047,5,57,10.00,610.00,"6,100.00",2024-03-27
27,HRL,2024032705000048,5,17,20.00,610.00,"12,200.00",2024-03-27
28,HRL,2024032705000050,5,58,10.00,610.00,"6,100.00",2024-03-27
29,HRL,2024032705000051,5,58,20.00,610.00,"12,200.00",2024-03-27
30,HRL,2024032705000052,5,49,10.00,610.00,"6,100.00",2024-03-27
31,HRL,2024032705000053,5,58,10.00,610.00,"6,100.00",2024-03-27
32,HRL,2024032705000054,5,45,10.00,610.00,"6,100.00",2024-03-27
33,HRL,2024032705000056,5,49,20.00,610.00,"12,200.00",2024-03-27
34,HRL,2024032705000057,58,3,152.00,611.70,"92,978.40",2024-03-27
35,HRL,2024032705000059,5,22,10.00,610.00,"6,100.00",2024-03-27
36,HRL,2024032705000063,5,44,10.00,610.00,"6,100.00",2024-03-27
37,HRL,2024032705000064,5,51,140.00,610.00,"85,400.00",2024-03-27
38,HRL,2024032705000065,5,58,10.00,610.00,"6,100.00",2024-03-27
39,HRL,2024032705000066,5,22,20.00,610.00,"12,200.00",2024-03-27
40,HRL,2024032705000069,5,45,10.00,610.00,"6,100.00",2024-03-27
41,HRL,2024032705000070,5,38,10.00,610.00,"6,100.00",2024-03-27
42,HRL,2024032705000076,5,36,20.00,610.00,"12,200.00",2024-03-27
43,HRL,2024032705000078,5,19,10.00,610.00,"6,100.00",2024-03-27
44,HRL,2024032705000079,5,58,10.00,610.00,"6,100.00",2024-03-27
45,HRL,2024032705000080,5,22,10.00,610.00,"6,100.00",2024-03-27
46,HRL,2024032705000082,5,58,10.00,610.00,"6,100.00",2024-03-27
47,HRL,2024032705000083,5,40,30.00,610.00,"18,300.00",2024-03-27
48,HRL,2024032705000085,14,58,20.00,611.00,"12,220.00",2024-03-27
49,HRL,2024032705000086,14,25,10.00,611.00,"6,110.00",2024-03-27
50,HRL,2024032705000087,14,45,20.00,611.00,"12,220.00",2024-03-27
51,HRL,2024032705000088,14,58,10.00,611.00,"6,110.00",2024-03-27
52,HRL,2024032705000090,14,58,20.00,611.00,"12,220.00",2024-03-27
53,HRL,2024032705000091,14,47,20.00,611.00,"12,220.00",2024-03-27
54,HRL,2024032705000094,14,3,100.00,611.00,"61,100.00",2024-03-27
55,HRL,2024032705000098,14,41,20.00,610.10,"12,202.00",2024-03-27
56,HRL,2024032705000099,55,36,10.00,611.00,"6,110.00",2024-03-27
57,HRL,2024032705000100,55,58,10.00,611.00,"6,110.00",2024-03-27
58,HRL,2024032705000101,55,49,10.00,611.00,"6,110.00",2024-03-27
59,HRL,2024032705000102,14,57,20.00,610.10,"12,202.00",2024-03-27
60,HRL,2024032705000105,14,57,10.00,610.10,"6,101.00",2024-03-27
61,HRL,2024032705000106,14,40,20.00,610.10,"12,202.00",2024-03-27
62,HRL,2024032705000107,5,40,10.00,610.00,"6,100.00",2024-03-27
63,HRL,2024032705000114,5,42,10.00,610.00,"6,100.00",2024-03-27
64,HRL,2024032705000117,5,47,10.00,610.00,"6,100.00",2024-03-27
65,HRL,2024032705000118,26,63,10.00,610.50,"6,105.00",2024-03-27
66,HRL,2024032705000120,26,3,40.00,610.50,"24,420.00",2024-03-27
67,HRL,2024032705000121,5,51,10.00,610.00,"6,100.00",2024-03-27
68,HRL,2024032705000130,25,41,10.00,610.00,"6,100.00",2024-03-27
69,HRL,2024032705000131,25,39,17.00,610.00,"10,370.00",2024-03-27
70,HRL,2024032705000132,41,58,20.00,610.00,"12,200.00",2024-03-27
71,HRL,2024032705000133,41,58,18.00,610.00,"10,980.00",2024-03-27
72,HRL,2024032705000134,48,58,501.00,610.00,"305,610.00",2024-03-27
73,HRL,2024032705000137,48,46,10.00,610.00,"6,100.00",2024-03-27
74,HRL,2024032705000139,48,35,10.00,610.00,"6,100.00",2024-03-27
75,HRL,2024032705000140,48,43,30.00,610.00,"18,300.00",2024-03-27
76,HRL,2024032705000142,48,3,249.00,610.00,"151,890.00",2024-03-27
77,HRL,2024032705000146,55,4,10.00,609.10,"6,091.00",2024-03-27
78,HRL,2024032705000147,55,57,10.00,609.10,"6,091.00",2024-03-27
79,HRL,2024032705000148,57,49,20.00,609.00,"12,180.00",2024-03-27
80,HRL,2024032705000151,57,49,10.00,609.00,"6,090.00",2024-03-27
81,HRL,2024032705000155,49,58,20.00,609.00,"12,180.00",2024-03-27
82,HRL,2024032705000156,49,36,20.00,609.00,"12,180.00",2024-03-27
83,HRL,2024032705000161,49,55,10.00,609.00,"6,090.00",2024-03-27
84,HRL,2024032705000168,49,57,10.00,609.00,"6,090.00",2024-03-27
85,HRL,2024032705000170,49,45,30.00,609.00,"18,270.00",2024-03-27
86,HRL,2024032705000171,49,52,10.00,609.00,"6,090.00",2024-03-27
87,HRL,2024032705000172,14,21,30.00,609.00,"18,270.00",2024-03-27
88,HRL,2024032705000174,14,57,10.00,609.00,"6,090.00",2024-03-27
89,HRL,2024032705000175,14,57,10.00,609.00,"6,090.00",2024-03-27
90,HRL,2024032705000176,14,7,10.00,609.00,"6,090.00",2024-03-27
91,HRL,2024032705000177,14,38,10.00,609.00,"6,090.00",2024-03-27
