SN,Symbol,Transaction No.,Buyer Broker,Seller Broker,Share Quantity,Rate(Rs),Amount(Rs),Traded Date
84,HRL,2024022205000124,34,54,10.00,637.00,"6,370.00",2024-02-22
85,HRL,2024022205000125,34,41,10.00,637.00,"6,370.00",2024-02-22
86,HRL,2024022205000126,34,38,20.00,637.00,"12,740.00",2024-02-22
87,HRL,2024022205000127,33,10,20.00,636.50,"12,730.00",2024-02-22
88,HRL,2024022205000139,16,57,20.00,636.60,"12,732.00",2024-02-22
89,HRL,2024022205000140,16,42,10.00,636.60,"6,366.00",2024-02-22
90,HRL,2024022205000141,16,45,20.00,636.60,"12,732.00",2024-02-22
91,HRL,2024022205000142,33,45,10.00,636.50,"6,365.00",2024-02-22
92,HRL,2024022205000143,33,35,10.00,636.50,"6,365.00",2024-02-22
93,HRL,2024022205000145,33,35,10.00,636.50,"6,365.00",2024-02-22
94,HRL,2024022205000146,33,38,10.00,636.50,"6,365.00",2024-02-22
95,HRL,2024022205000147,33,49,10.00,636.50,"6,365.00",2024-02-22
96,HRL,2024022205000148,33,49,10.00,636.50,"6,365.00",2024-02-22
97,HRL,2024022205000150,33,58,10.00,636.50,"6,365.00",2024-02-22
98,HRL,2024022205000151,33,58,20.00,636.50,"12,730.00",2024-02-22
99,HRL,2024022205000152,33,42,10.00,636.50,"6,365.00",2024-02-22
100,HRL,2024022205000153,33,49,20.00,636.50,"12,730.00",2024-02-22
101,HRL,2024022205000154,33,44,10.00,636.50,"6,365.00",2024-02-22
102,HRL,2024022205000155,33,32,30.00,636.50,"19,095.00",2024-02-22
103,HRL,2024022205000156,33,10,20.00,636.50,"12,730.00",2024-02-22
104,HRL,2024022205000157,76,50,10.00,636.90,"6,369.00",2024-02-22
105,HRL,2024022205000158,76,25,10.00,637.00,"6,370.00",2024-02-22
106,HRL,2024022205000160,33,49,10.00,636.50,"6,365.00",2024-02-22
107,HRL,2024022205000161,33,45,30.00,636.50,"19,095.00",2024-02-22
108,HRL,2024022205000162,33,49,10.00,636.50,"6,365.00",2024-02-22
109,HRL,2024022205000163,89,25,100.00,637.00,"63,700.00",2024-02-22
110,HRL,2024022205000164,33,38,10.00,636.50,"6,365.00",2024-02-22
111,HRL,2024022205000165,33,45,20.00,636.50,"12,730.00",2024-02-22
112,HRL,2024022205000166,33,17,20.00,636.50,"12,730.00",2024-02-22
113,HRL,2024022205000167,33,49,10.00,636.50,"6,365.00",2024-02-22
114,HRL,2024022205000168,51,25,90.00,637.00,"57,330.00",2024-02-22
115,HRL,2024022205000169,51,49,10.00,637.00,"6,370.00",2024-02-22
116,HRL,2024022205000170,51,83,10.00,637.00,"6,370.00",2024-02-22
117,HRL,2024022205000171,51,45,20.00,637.00,"12,740.00",2024-02-22
118,HRL,2024022205000172,51,38,20.00,637.00,"12,740.00",2024-02-22
119,HRL,2024022205000175,33,38,20.00,636.50,"12,730.00",2024-02-22
120,HRL,2024022205000176,59,58,10.00,636.60,"6,366.00",2024-02-22
121,HRL,2024022205000177,33,34,20.00,636.50,"12,730.00",2024-02-22
122,HRL,2024022205000178,22,58,10.00,636.50,"6,365.00",2024-02-22
123,HRL,2024022205000179,58,54,10.00,636.50,"6,365.00",2024-02-22
124,HRL,2024022205000181,45,45,30.00,636.00,"19,080.00",2024-02-22
125,HRL,2024022205000182,45,17,20.00,636.00,"12,720.00",2024-02-22
126,HRL,2024022205000183,45,38,20.00,636.00,"12,720.00",2024-02-22
127,HRL,2024022205000184,45,49,10.00,636.00,"6,360.00",2024-02-22
128,HRL,2024022205000185,53,42,50.00,637.00,"31,850.00",2024-02-22
129,HRL,2024022205000186,45,16,20.00,636.00,"12,720.00",2024-02-22
130,HRL,2024022205000187,45,8,210.00,636.00,"133,560.00",2024-02-22
131,HRL,2024022205000188,57,8,15.00,636.00,"9,540.00",2024-02-22
132,HRL,2024022205000189,57,38,10.00,636.00,"6,360.00",2024-02-22
133,HRL,2024022205000190,26,45,20.00,636.00,"12,720.00",2024-02-22
134,HRL,2024022205000191,45,45,10.00,636.00,"6,360.00",2024-02-22
135,HRL,2024022205000193,34,46,10.00,635.50,"6,355.00",2024-02-22
136,HRL,2024022205000194,80,40,10.00,636.00,"6,360.00",2024-02-22
137,HRL,2024022205000195,80,38,20.00,636.00,"12,720.00",2024-02-22
138,HRL,2024022205000196,80,42,10.00,636.00,"6,360.00",2024-02-22
139,HRL,2024022205000197,80,6,10.00,636.00,"6,360.00",2024-02-22
140,HRL,2024022205000201,34,49,10.00,635.50,"6,355.00",2024-02-22
141,HRL,2024022205000202,34,58,10.00,635.50,"6,355.00",2024-02-22
142,HRL,2024022205000203,34,25,10.00,635.50,"6,355.00",2024-02-22
143,HRL,2024022205000204,34,68,10.00,635.50,"6,355.00",2024-02-22
144,HRL,2024022205000205,34,58,20.00,635.50,"12,710.00",2024-02-22
145,HRL,2024022205000206,34,36,30.00,635.50,"19,065.00",2024-02-22
146,HRL,2024022205000207,34,17,20.00,635.50,"12,710.00",2024-02-22
147,HRL,2024022205000208,34,59,10.00,635.50,"6,355.00",2024-02-22
148,HRL,2024022205000209,34,13,10.00,635.50,"6,355.00",2024-02-22
149,HRL,2024022205000210,59,45,10.00,636.00,"6,360.00",2024-02-22
150,HRL,2024022205000211,59,57,10.00,636.00,"6,360.00",2024-02-22
151,HRL,2024022205000212,59,14,10.00,636.50,"6,365.00",2024-02-22
152,HRL,2024022205000213,59,42,10.00,637.00,"6,370.00",2024-02-22
153,HRL,2024022205000217,35,6,110.00,636.00,"69,960.00",2024-02-22
154,HRL,2024022205000218,35,36,20.00,636.00,"12,720.00",2024-02-22
155,HRL,2024022205000219,35,58,20.00,636.00,"12,720.00",2024-02-22
156,HRL,2024022205000220,35,58,10.00,636.00,"6,360.00",2024-02-22
157,HRL,2024022205000221,35,6,340.00,636.00,"216,240.00",2024-02-22
158,HRL,2024022205000224,34,36,20.00,635.50,"12,710.00",2024-02-22
159,HRL,2024022205000229,34,6,310.00,635.50,"197,005.00",2024-02-22
160,HRL,2024022205000231,32,40,10.00,635.00,"6,350.00",2024-02-22
161,HRL,2024022205000232,76,6,20.00,635.50,"12,710.00",2024-02-22
162,HRL,2024022205000233,40,17,20.00,635.00,"12,700.00",2024-02-22
163,HRL,2024022205000234,40,41,20.00,635.00,"12,700.00",2024-02-22
164,HRL,2024022205000235,40,36,10.00,635.00,"6,350.00",2024-02-22
165,HRL,2024022205000236,58,36,10.00,635.00,"6,350.00",2024-02-22
166,HRL,2024022205000239,58,45,20.00,635.00,"12,700.00",2024-02-22
167,HRL,2024022205000240,58,38,10.00,635.00,"6,350.00",2024-02-22
168,HRL,2024022205000241,58,17,20.00,635.00,"12,700.00",2024-02-22
169,HRL,2024022205000242,58,6,10.00,635.00,"6,350.00",2024-02-22
170,HRL,2024022205000244,58,36,20.00,635.00,"12,700.00",2024-02-22
171,HRL,2024022205000246,51,6,75.00,635.00,"47,625.00",2024-02-22
172,HRL,2024022205000247,58,6,30.00,635.00,"19,050.00",2024-02-22
173,HRL,2024022205000248,57,6,500.00,635.00,"317,500.00",2024-02-22
174,HRL,2024022205000250,6,6,15.00,634.10,"9,511.50",2024-02-22
175,HRL,2024022205000251,6,36,20.00,634.10,"12,682.00",2024-02-22
176,HRL,2024022205000252,6,36,20.00,634.10,"12,682.00",2024-02-22
177,HRL,2024022205000253,43,58,10.00,635.00,"6,350.00",2024-02-22
178,HRL,2024022205000259,6,49,20.00,634.10,"12,682.00",2024-02-22
179,HRL,2024022205000260,6,38,10.00,634.10,"6,341.00",2024-02-22
180,HRL,2024022205000261,6,8,10.00,634.10,"6,341.00",2024-02-22
181,HRL,2024022205000262,6,45,20.00,634.10,"12,682.00",2024-02-22
182,HRL,2024022205000263,6,38,20.00,634.10,"12,682.00",2024-02-22
183,HRL,2024022205000264,6,36,20.00,634.10,"12,682.00",2024-02-22
184,HRL,2024022205000267,58,36,30.00,634.00,"19,020.00",2024-02-22
185,HRL,2024022205000269,58,42,40.00,634.00,"25,360.00",2024-02-22
186,HRL,2024022205000270,58,1,20.00,634.00,"12,680.00",2024-02-22
187,HRL,2024022205000271,58,36,10.00,634.00,"6,340.00",2024-02-22
188,HRL,2024022205000272,55,36,20.00,634.00,"12,680.00",2024-02-22
189,HRL,2024022205000273,55,38,10.00,634.00,"6,340.00",2024-02-22
190,HRL,2024022205000274,55,14,30.00,634.00,"19,020.00",2024-02-22
191,HRL,2024022205000275,55,11,20.00,634.00,"12,680.00",2024-02-22
192,HRL,2024022205000276,55,26,10.00,634.00,"6,340.00",2024-02-22
193,HRL,2024022205000277,55,34,110.00,634.00,"69,740.00",2024-02-22
194,HRL,2024022205000278,25,34,160.00,633.60,"101,376.00",2024-02-22
195,HRL,2024022205000279,47,34,500.00,633.60,"316,800.00",2024-02-22
196,HRL,2024022205000280,49,34,250.00,633.50,"158,375.00",2024-02-22
197,HRL,2024022205000281,67,34,80.00,633.10,"50,648.00",2024-02-22
198,HRL,2024022205000282,37,34,150.00,633.10,"94,965.00",2024-02-22
199,HRL,2024022205000283,42,34,100.00,633.00,"63,300.00",2024-02-22
200,HRL,2024022205000284,38,34,100.00,633.00,"63,300.00",2024-02-22
201,HRL,2024022205000285,43,34,100.00,633.00,"63,300.00",2024-02-22
202,HRL,2024022205000286,34,34,100.00,633.00,"63,300.00",2024-02-22
203,HRL,2024022205000287,25,34,500.00,633.00,"316,500.00",2024-02-22
204,HRL,2024022205000288,32,34,200.00,633.00,"126,600.00",2024-02-22
205,HRL,2024022205000289,39,34,20.00,633.00,"12,660.00",2024-02-22
206,HRL,2024022205000290,43,34,50.00,633.00,"31,650.00",2024-02-22
207,HRL,2024022205000291,56,34,"1,580.00",633.00,"1,000,140.00",2024-02-22
208,HRL,2024022205000292,56,38,10.00,633.00,"6,330.00",2024-02-22
209,HRL,2024022205000293,56,17,20.00,633.00,"12,660.00",2024-02-22
210,HRL,2024022205000294,56,38,"2,230.00",633.00,"1,411,590.00",2024-02-22
211,HRL,2024022205000295,10,17,20.00,631.10,"12,622.00",2024-02-22
212,HRL,2024022205000297,10,6,10.00,631.10,"6,311.00",2024-02-22
213,HRL,2024022205000298,44,38,10.00,633.00,"6,330.00",2024-02-22
214,HRL,2024022205000299,10,49,20.00,631.10,"12,622.00",2024-02-22
215,HRL,2024022205000300,10,16,20.00,631.10,"12,622.00",2024-02-22
216,HRL,2024022205000301,42,38,350.00,633.00,"221,550.00",2024-02-22
217,HRL,2024022205000302,76,38,10.00,632.00,"6,320.00",2024-02-22
218,HRL,2024022205000308,76,28,10.00,632.00,"6,320.00",2024-02-22
219,HRL,2024022205000309,76,49,20.00,632.00,"12,640.00",2024-02-22
220,HRL,2024022205000310,76,35,10.00,632.00,"6,320.00",2024-02-22
221,HRL,2024022205000313,76,58,20.00,632.00,"12,640.00",2024-02-22
222,HRL,2024022205000314,76,38,10.00,632.00,"6,320.00",2024-02-22
223,HRL,2024022205000315,76,41,10.00,632.00,"6,320.00",2024-02-22
224,HRL,2024022205000316,76,49,20.00,632.00,"12,640.00",2024-02-22
225,HRL,2024022205000317,76,48,10.00,632.00,"6,320.00",2024-02-22
226,HRL,2024022205000318,76,57,10.00,632.00,"6,320.00",2024-02-22
227,HRL,2024022205000319,76,58,10.00,632.00,"6,320.00",2024-02-22
228,HRL,2024022205000320,76,35,10.00,632.00,"6,320.00",2024-02-22
229,HRL,2024022205000322,76,58,10.00,632.00,"6,320.00",2024-02-22
230,HRL,2024022205000323,76,28,10.00,632.00,"6,320.00",2024-02-22
231,HRL,2024022205000325,76,56,800.00,632.00,"505,600.00",2024-02-22
232,HRL,2024022205000330,76,51,10.00,632.00,"6,320.00",2024-02-22
233,HRL,2024022205000333,76,38,10.00,633.00,"6,330.00",2024-02-22
234,HRL,2024022205000334,76,38,10.00,632.00,"6,320.00",2024-02-22
235,HRL,2024022205000335,76,49,10.00,632.00,"6,320.00",2024-02-22
236,HRL,2024022205000336,46,34,10.00,632.00,"6,320.00",2024-02-22
237,HRL,2024022205000337,10,1,20.00,631.10,"12,622.00",2024-02-22
238,HRL,2024022205000339,10,28,10.00,631.10,"6,311.00",2024-02-22
239,HRL,2024022205000340,10,36,40.00,631.10,"25,244.00",2024-02-22
240,HRL,2024022205000341,10,55,10.00,631.10,"6,311.00",2024-02-22
241,HRL,2024022205000342,10,52,10.00,631.10,"6,311.00",2024-02-22
242,HRL,2024022205000343,8,55,10.00,632.00,"6,320.00",2024-02-22
243,HRL,2024022205000344,10,58,20.00,631.10,"12,622.00",2024-02-22
244,HRL,2024022205000345,10,52,10.00,631.10,"6,311.00",2024-02-22
245,HRL,2024022205000347,10,17,20.00,631.10,"12,622.00",2024-02-22
246,HRL,2024022205000348,10,6,10.00,631.10,"6,311.00",2024-02-22
247,HRL,2024022205000350,34,1,20.00,631.20,"12,624.00",2024-02-22
248,HRL,2024022205000351,34,55,10.00,631.20,"6,312.00",2024-02-22
249,HRL,2024022205000353,34,58,10.00,631.20,"6,312.00",2024-02-22
250,HRL,2024022205000354,34,49,15.00,631.20,"9,468.00",2024-02-22
251,HRL,2024022205000355,39,1,20.00,631.20,"12,624.00",2024-02-22
252,HRL,2024022205000356,39,4,20.00,631.20,"12,624.00",2024-02-22
253,HRL,2024022205000357,39,58,10.00,631.20,"6,312.00",2024-02-22
254,HRL,2024022205000358,10,55,30.00,631.10,"18,933.00",2024-02-22
255,HRL,2024022205000359,10,59,10.00,631.10,"6,311.00",2024-02-22
256,HRL,2024022205000360,10,56,140.00,631.10,"88,354.00",2024-02-22
257,HRL,2024022205000361,34,56,150.00,631.10,"94,665.00",2024-02-22
258,HRL,2024022205000362,32,56,500.00,631.00,"315,500.00",2024-02-22
259,HRL,2024022205000363,51,56,25.00,631.00,"15,775.00",2024-02-22
260,HRL,2024022205000364,49,56,35.00,630.50,"22,067.50",2024-02-22
261,HRL,2024022205000370,49,53,20.00,630.50,"12,610.00",2024-02-22
262,HRL,2024022205000374,49,42,100.00,630.50,"63,050.00",2024-02-22
263,HRL,2024022205000375,49,16,10.00,630.50,"6,305.00",2024-02-22
264,HRL,2024022205000376,49,34,30.00,630.50,"18,915.00",2024-02-22
265,HRL,2024022205000378,49,22,10.00,630.50,"6,305.00",2024-02-22
266,HRL,2024022205000379,49,34,45.00,630.50,"28,372.50",2024-02-22
267,HRL,2024022205000380,66,34,200.00,630.50,"126,100.00",2024-02-22
268,HRL,2024022205000381,18,34,200.00,630.50,"126,100.00",2024-02-22
269,HRL,2024022205000382,14,34,250.00,630.30,"157,575.00",2024-02-22
270,HRL,2024022205000383,43,34,50.00,630.30,"31,515.00",2024-02-22
271,HRL,2024022205000384,38,34,100.00,630.00,"63,000.00",2024-02-22
272,HRL,2024022205000385,74,34,100.00,630.00,"63,000.00",2024-02-22
273,HRL,2024022205000386,56,34,100.00,630.00,"63,000.00",2024-02-22
274,HRL,2024022205000387,26,34,10.00,630.00,"6,300.00",2024-02-22
275,HRL,2024022205000388,48,34,500.00,630.00,"315,000.00",2024-02-22
276,HRL,2024022205000389,57,34,30.00,630.00,"18,900.00",2024-02-22
277,HRL,2024022205000390,57,34,415.00,630.00,"261,450.00",2024-02-22
278,HRL,2024022205000391,57,58,10.00,630.00,"6,300.00",2024-02-22
279,HRL,2024022205000392,8,1,20.00,631.00,"12,620.00",2024-02-22
280,HRL,2024022205000394,57,1,30.00,630.00,"18,900.00",2024-02-22
281,HRL,2024022205000395,57,58,10.00,630.00,"6,300.00",2024-02-22
282,HRL,2024022205000402,57,45,20.00,630.00,"12,600.00",2024-02-22
283,HRL,2024022205000403,57,28,10.00,630.00,"6,300.00",2024-02-22
284,HRL,2024022205000404,57,49,5.00,630.00,"3,150.00",2024-02-22
285,HRL,2024022205000405,72,1,20.00,628.00,"12,560.00",2024-02-22
286,HRL,2024022205000406,65,58,10.00,630.50,"6,305.00",2024-02-22
287,HRL,2024022205000407,72,45,10.00,628.00,"6,280.00",2024-02-22
288,HRL,2024022205000409,52,48,20.00,630.00,"12,600.00",2024-02-22
289,HRL,2024022205000410,52,52,20.00,630.00,"12,600.00",2024-02-22
290,HRL,2024022205000411,52,44,10.00,630.50,"6,305.00",2024-02-22
291,HRL,2024022205000412,72,38,10.00,628.00,"6,280.00",2024-02-22
292,HRL,2024022205000420,72,56,30.00,628.00,"18,840.00",2024-02-22
293,HRL,2024022205000421,72,1,20.00,628.00,"12,560.00",2024-02-22
294,HRL,2024022205000422,72,18,10.00,628.00,"6,280.00",2024-02-22
295,HRL,2024022205000423,51,38,10.00,626.00,"6,260.00",2024-02-22
296,HRL,2024022205000425,29,18,90.00,628.00,"56,520.00",2024-02-22
297,HRL,2024022205000426,29,36,10.00,628.00,"6,280.00",2024-02-22
298,HRL,2024022205000427,34,22,10.00,626.00,"6,260.00",2024-02-22
299,HRL,2024022205000428,34,38,10.00,626.00,"6,260.00",2024-02-22
300,HRL,2024022205000430,34,28,10.00,626.00,"6,260.00",2024-02-22
301,HRL,2024022205000431,34,56,30.00,626.00,"18,780.00",2024-02-22
302,HRL,2024022205000432,34,53,20.00,626.00,"12,520.00",2024-02-22
303,HRL,2024022205000433,34,58,10.00,626.00,"6,260.00",2024-02-22
304,HRL,2024022205000434,34,38,10.00,626.00,"6,260.00",2024-02-22
305,HRL,2024022205000437,52,58,10.00,626.00,"6,260.00",2024-02-22
306,HRL,2024022205000439,52,17,10.00,626.00,"6,260.00",2024-02-22
307,HRL,2024022205000440,52,35,10.00,626.00,"6,260.00",2024-02-22
308,HRL,2024022205000441,52,8,10.00,626.00,"6,260.00",2024-02-22
309,HRL,2024022205000442,52,49,10.00,626.00,"6,260.00",2024-02-22
310,HRL,2024022205000443,18,32,20.00,626.00,"12,520.00",2024-02-22
311,HRL,2024022205000444,18,58,10.00,626.00,"6,260.00",2024-02-22
312,HRL,2024022205000445,18,42,10.00,626.00,"6,260.00",2024-02-22
313,HRL,2024022205000446,18,28,10.00,626.00,"6,260.00",2024-02-22
314,HRL,2024022205000447,18,58,10.00,626.00,"6,260.00",2024-02-22
315,HRL,2024022205000448,18,1,20.00,626.00,"12,520.00",2024-02-22
316,HRL,2024022205000449,59,36,10.00,628.00,"6,280.00",2024-02-22
317,HRL,2024022205000450,59,34,10.00,628.00,"6,280.00",2024-02-22
318,HRL,2024022205000451,59,35,20.00,628.00,"12,560.00",2024-02-22
319,HRL,2024022205000452,59,52,120.00,628.00,"75,360.00",2024-02-22
320,HRL,2024022205000453,18,57,20.00,626.00,"12,520.00",2024-02-22
321,HRL,2024022205000454,51,52,10.00,626.00,"6,260.00",2024-02-22
322,HRL,2024022205000455,51,4,10.00,626.00,"6,260.00",2024-02-22
323,HRL,2024022205000456,35,4,10.00,626.00,"6,260.00",2024-02-22
324,HRL,2024022205000457,76,58,10.00,627.00,"6,270.00",2024-02-22
325,HRL,2024022205000458,76,49,20.00,627.00,"12,540.00",2024-02-22
326,HRL,2024022205000459,76,58,20.00,627.00,"12,540.00",2024-02-22
327,HRL,2024022205000462,76,59,10.00,627.00,"6,270.00",2024-02-22
328,HRL,2024022205000463,35,26,10.00,627.50,"6,275.00",2024-02-22
329,HRL,2024022205000464,76,45,10.00,628.00,"6,280.00",2024-02-22
330,HRL,2024022205000465,76,41,10.00,630.00,"6,300.00",2024-02-22
331,HRL,2024022205000469,34,58,10.00,628.00,"6,280.00",2024-02-22
332,HRL,2024022205000470,35,58,10.00,627.50,"6,275.00",2024-02-22
333,HRL,2024022205000471,35,58,50.00,627.50,"31,375.00",2024-02-22
334,HRL,2024022205000472,35,55,20.00,627.50,"12,550.00",2024-02-22
335,HRL,2024022205000473,28,42,10.00,627.60,"6,276.00",2024-02-22
336,HRL,2024022205000476,28,49,10.00,627.60,"6,276.00",2024-02-22
337,HRL,2024022205000477,76,58,10.00,630.00,"6,300.00",2024-02-22
338,HRL,2024022205000478,76,45,20.00,630.00,"12,600.00",2024-02-22
339,HRL,2024022205000479,76,49,10.00,630.00,"6,300.00",2024-02-22
340,HRL,2024022205000480,76,54,10.00,630.00,"6,300.00",2024-02-22
341,HRL,2024022205000481,76,39,20.00,630.00,"12,600.00",2024-02-22
342,HRL,2024022205000482,76,46,20.00,630.00,"12,600.00",2024-02-22
343,HRL,2024022205000483,76,49,10.00,630.00,"6,300.00",2024-02-22
344,HRL,2024022205000484,76,6,30.00,630.00,"18,900.00",2024-02-22
345,HRL,2024022205000485,76,58,10.00,630.00,"6,300.00",2024-02-22
346,HRL,2024022205000486,76,44,360.00,630.50,"226,980.00",2024-02-22
347,HRL,2024022205000487,25,17,20.00,627.80,"12,556.00",2024-02-22
348,HRL,2024022205000491,76,40,10.00,629.00,"6,290.00",2024-02-22
349,HRL,2024022205000492,76,4,10.00,630.50,"6,305.00",2024-02-22
350,HRL,2024022205000493,76,65,10.00,631.00,"6,310.00",2024-02-22
351,HRL,2024022205000494,76,35,10.00,631.00,"6,310.00",2024-02-22
352,HRL,2024022205000495,76,49,50.00,631.00,"31,550.00",2024-02-22
353,HRL,2024022205000496,76,44,10.00,631.00,"6,310.00",2024-02-22
354,HRL,2024022205000497,52,13,40.00,628.00,"25,120.00",2024-02-22
355,HRL,2024022205000498,52,58,10.00,628.00,"6,280.00",2024-02-22
